Evidence_ID,FIR_ID,Evidence_Type,Description,Location
14326,16715,Weapon,Knife,
14327,16716,Weapon,Other,
14328,16717,Weapon,Other,
14329,16718,Weapon,Firearm,
14330,16719,Weapon,Explosives,
14331,16721,Weapon,Other,
14332,16722,Weapon,Explosives,
14333,16723,Weapon,Blunt Object,
14334,16724,Weapon,Firearm,
14335,16725,Weapon,Knife,
14336,16726,Weapon,Poison,
14337,16727,Weapon,Other,
14338,16728,Weapon,Explosives,
14339,16730,Weapon,Knife,
14340,16731,Weapon,Knife,
14341,16732,Weapon,Firearm,
14342,16733,Weapon,Other,
14343,16734,Weapon,Knife,
14344,16735,Weapon,Other,
14345,16736,Weapon,Blunt Object,
14346,16737,Weapon,Poison,
14347,16738,Weapon,Explosives,
14348,16739,Weapon,Explosives,
14349,16740,Weapon,Blunt Object,
14350,16741,Weapon,Blunt Object,
14351,16742,Weapon,Explosives,
14352,16743,Weapon,Poison,
14353,16744,Weapon,Explosives,
14354,16746,Weapon,Knife,
14355,16747,Weapon,Blunt Object,
14356,16748,Weapon,Blunt Object,
14357,16749,Weapon,Poison,
14358,16750,Weapon,Poison,
14359,16752,Weapon,Blunt Object,
14360,16753,Weapon,Knife,
14361,16754,Weapon,Poison,
14362,16755,Weapon,Explosives,
14363,16756,Weapon,Other,
14364,16757,Weapon,Explosives,
14365,16758,Weapon,Explosives,
14366,16759,Weapon,Explosives,
14367,16760,Weapon,Other,
14368,16761,Weapon,Other,
14369,16763,Weapon,Other,
14370,16764,Weapon,Knife,
14371,16765,Weapon,Other,
14372,16766,Weapon,Other,
14373,16768,Weapon,Firearm,
14374,16770,Weapon,Other,
14375,16771,Weapon,Firearm,
14376,16772,Weapon,Blunt Object,
14377,16774,Weapon,Firearm,
14378,16775,Weapon,Other,
14379,16776,Weapon,Knife,
14380,16778,Weapon,Knife,
14381,16780,Weapon,Knife,
14382,16781,Weapon,Knife,
14383,16782,Weapon,Other,
14384,16783,Weapon,Blunt Object,
14385,16785,Weapon,Firearm,
14386,16786,Weapon,Other,
14387,16787,Weapon,Explosives,
14388,16788,Weapon,Knife,
14389,16789,Weapon,Poison,
14390,16790,Weapon,Poison,
14391,16791,Weapon,Poison,
14392,16792,Weapon,Blunt Object,
14393,16794,Weapon,Firearm,
14394,16795,Weapon,Other,
14395,16796,Weapon,Explosives,
14396,16797,Weapon,Knife,
14397,16798,Weapon,Other,
14398,16799,Weapon,Other,
14399,16800,Weapon,Knife,
14400,16801,Weapon,Poison,
14401,16802,Weapon,Explosives,
14402,16803,Weapon,Blunt Object,
14403,16804,Weapon,Poison,
14404,16805,Weapon,Firearm,
14405,16806,Weapon,Poison,
14406,16807,Weapon,Knife,
14407,16808,Weapon,Knife,
14408,16811,Weapon,Firearm,
14409,16812,Weapon,Other,
14410,16813,Weapon,Explosives,
14411,16814,Weapon,Explosives,
14412,16815,Weapon,Explosives,
14413,16816,Weapon,Other,
14414,16817,Weapon,Explosives,
14415,16818,Weapon,Firearm,
14416,16820,Weapon,Firearm,
14417,16821,Weapon,Other,
14418,16822,Weapon,Knife,
14419,16824,Weapon,Other,
14420,16825,Weapon,Firearm,
14421,16826,Weapon,Explosives,
14422,16827,Weapon,Explosives,
14423,16828,Weapon,Firearm,
14424,16829,Weapon,Knife,
14425,16830,Weapon,Poison,
14426,16831,Weapon,Poison,
14427,16832,Weapon,Explosives,
14428,16833,Weapon,Firearm,
14429,16834,Weapon,Poison,
14430,16835,Weapon,Explosives,
14431,16836,Weapon,Poison,
14432,16837,Weapon,Explosives,
14433,16838,Weapon,Firearm,
14434,16840,Weapon,Firearm,
14435,16842,Weapon,Poison,
14436,16843,Weapon,Blunt Object,
14437,16844,Weapon,Poison,
14438,16845,Weapon,Blunt Object,
14439,16846,Weapon,Knife,
14440,16847,Weapon,Knife,
14441,16849,Weapon,Knife,
14442,16850,Weapon,Knife,
14443,16851,Weapon,Blunt Object,
14444,16852,Weapon,Poison,
14445,16854,Weapon,Firearm,
14446,16855,Weapon,Other,
14447,16856,Weapon,Knife,
14448,16857,Weapon,Blunt Object,
14449,16858,Weapon,Explosives,
14450,16859,Weapon,Firearm,
14451,16860,Weapon,Explosives,
14452,16862,Weapon,Other,
14453,16863,Weapon,Knife,
14454,16864,Weapon,Knife,
14455,16865,Weapon,Other,
14456,16866,Weapon,Other,
14457,16867,Weapon,Other,
14458,16868,Weapon,Firearm,
14459,16869,Weapon,Blunt Object,
14460,16870,Weapon,Poison,
14461,16871,Weapon,Poison,
14462,16872,Weapon,Knife,
14463,16873,Weapon,Poison,
14464,16874,Weapon,Other,
14465,16875,Weapon,Blunt Object,
14466,16877,Weapon,Firearm,
14467,16880,Weapon,Firearm,
14468,16881,Weapon,Blunt Object,
14469,16882,Weapon,Knife,
14470,16883,Weapon,Other,
14471,16885,Weapon,Other,
14472,16886,Weapon,Poison,
14473,16887,Weapon,Poison,
14474,16888,Weapon,Blunt Object,
14475,16889,Weapon,Poison,
14476,16890,Weapon,Explosives,
14477,16891,Weapon,Other,
14478,16892,Weapon,Poison,
14479,16893,Weapon,Explosives,
14480,16894,Weapon,Firearm,
14481,16895,Weapon,Blunt Object,
14482,16896,Weapon,Knife,
14483,16898,Weapon,Explosives,
14484,16899,Weapon,Explosives,
14485,16900,Weapon,Firearm,
14486,16901,Weapon,Other,
14487,16902,Weapon,Explosives,
14488,16903,Weapon,Blunt Object,
14489,16904,Weapon,Poison,
14490,16905,Weapon,Explosives,
14491,16906,Weapon,Firearm,
14492,16907,Weapon,Firearm,
14493,16908,Weapon,Blunt Object,
14494,16909,Weapon,Blunt Object,
14495,16910,Weapon,Knife,
14496,16911,Weapon,Poison,
14497,16912,Weapon,Other,
14498,16913,Weapon,Explosives,
14499,16914,Weapon,Poison,
14500,16915,Weapon,Poison,
14501,16916,Weapon,Poison,
14502,16917,Weapon,Explosives,
14503,16918,Weapon,Firearm,
14504,16919,Weapon,Poison,
14505,16920,Weapon,Poison,
14506,16921,Weapon,Blunt Object,
14507,16922,Weapon,Firearm,
14508,16923,Weapon,Other,
14509,16924,Weapon,Blunt Object,
14510,16925,Weapon,Other,
14511,16926,Weapon,Poison,
14512,16927,Weapon,Other,
14513,16928,Weapon,Knife,
14514,16930,Weapon,Firearm,
14515,16931,Weapon,Blunt Object,
14516,16932,Weapon,Other,
14517,16933,Weapon,Explosives,
14518,16934,Weapon,Poison,
14519,16937,Weapon,Poison,
14520,16938,Weapon,Explosives,
14521,16940,Weapon,Firearm,
14522,16941,Weapon,Other,
14523,16942,Weapon,Knife,
14524,16943,Weapon,Blunt Object,
14525,16944,Weapon,Blunt Object,
14526,16945,Weapon,Firearm,
14527,16946,Weapon,Blunt Object,
14528,16947,Weapon,Firearm,
14529,16950,Weapon,Poison,
14530,16951,Weapon,Blunt Object,
14531,16952,Weapon,Poison,
14532,16953,Weapon,Poison,
14533,16954,Weapon,Other,
14534,16955,Weapon,Poison,
14535,16956,Weapon,Blunt Object,
14536,16957,Weapon,Blunt Object,
14537,16958,Weapon,Blunt Object,
14538,16959,Weapon,Explosives,
14539,16961,Weapon,Firearm,
14540,16962,Weapon,Knife,
14541,16963,Weapon,Knife,
14542,16964,Weapon,Blunt Object,
14543,16965,Weapon,Knife,
14544,16967,Weapon,Knife,
14545,16968,Weapon,Knife,
14546,16969,Weapon,Blunt Object,
14547,16970,Weapon,Firearm,
14548,16972,Weapon,Poison,
14549,16973,Weapon,Explosives,
14550,16974,Weapon,Knife,
14551,16975,Weapon,Knife,
14552,16977,Weapon,Poison,
14553,16978,Weapon,Firearm,
14554,16979,Weapon,Knife,
14555,16980,Weapon,Firearm,
14556,16981,Weapon,Other,
14557,16982,Weapon,Firearm,
14558,16983,Weapon,Other,
14559,16985,Weapon,Explosives,
14560,16988,Weapon,Explosives,
14561,16989,Weapon,Knife,
14562,16990,Weapon,Other,
14563,16991,Weapon,Explosives,
14564,16992,Weapon,Explosives,
14565,16993,Weapon,Other,
14566,16994,Weapon,Firearm,
14567,16995,Weapon,Explosives,
14568,16996,Weapon,Blunt Object,
14569,16998,Weapon,Poison,
14570,16999,Weapon,Knife,
14571,17000,Weapon,Firearm,
14572,17001,Weapon,Poison,
14573,17002,Weapon,Firearm,
14574,17003,Weapon,Blunt Object,
14575,17007,Weapon,Blunt Object,
14576,17008,Weapon,Knife,
14577,17009,Weapon,Blunt Object,
14578,17011,Weapon,Blunt Object,
14579,17012,Weapon,Other,
14580,17013,Weapon,Knife,
14581,17014,Weapon,Explosives,
14582,17015,Weapon,Blunt Object,
14583,17018,Weapon,Blunt Object,
14584,17019,Weapon,Other,
14585,17020,Weapon,Knife,
14586,17021,Weapon,Firearm,
14587,17022,Weapon,Poison,
14588,17023,Weapon,Other,
14589,17024,Weapon,Other,
14590,17025,Weapon,Other,
14591,17026,Weapon,Other,
14592,17027,Weapon,Explosives,
14593,17028,Weapon,Blunt Object,
14594,17029,Weapon,Knife,
14595,17030,Weapon,Blunt Object,
14596,17031,Weapon,Poison,
14597,17032,Weapon,Poison,
14598,17034,Weapon,Poison,
14599,17035,Weapon,Other,
14600,17036,Weapon,Blunt Object,
14601,17037,Weapon,Knife,
14602,17039,Weapon,Poison,
14603,17040,Weapon,Blunt Object,
14604,17042,Weapon,Firearm,
14605,17043,Weapon,Firearm,
14606,17044,Weapon,Knife,
14607,17045,Weapon,Explosives,
14608,17046,Weapon,Explosives,
14609,17048,Weapon,Other,
14610,17049,Weapon,Knife,
14611,17050,Weapon,Knife,
14612,17051,Weapon,Other,
14613,17052,Weapon,Other,
14614,17053,Weapon,Blunt Object,
14615,17054,Weapon,Knife,
14616,17055,Weapon,Explosives,
14617,17056,Weapon,Blunt Object,
14618,17057,Weapon,Firearm,
14619,17058,Weapon,Explosives,
14620,17059,Weapon,Blunt Object,
14621,17060,Weapon,Poison,
14622,17061,Weapon,Blunt Object,
14623,17062,Weapon,Other,
14624,17063,Weapon,Poison,
14625,17064,Weapon,Poison,
14626,17066,Weapon,Knife,
14627,17067,Weapon,Knife,
14628,17068,Weapon,Poison,
14629,17069,Weapon,Poison,
14630,17070,Weapon,Firearm,
14631,17071,Weapon,Blunt Object,
14632,17072,Weapon,Firearm,
14633,17073,Weapon,Poison,
14634,17074,Weapon,Explosives,
14635,17075,Weapon,Other,
14636,17076,Weapon,Explosives,
14637,17077,Weapon,Blunt Object,
14638,17078,Weapon,Firearm,
14639,17079,Weapon,Blunt Object,
14640,17080,Weapon,Other,
14641,17081,Weapon,Knife,
14642,17082,Weapon,Knife,
14643,17083,Weapon,Explosives,
14644,17084,Weapon,Knife,
14645,17085,Weapon,Poison,
14646,17086,Weapon,Other,
14647,17087,Weapon,Other,
14648,17088,Weapon,Blunt Object,
14649,17089,Weapon,Knife,
14650,17090,Weapon,Explosives,
14651,17091,Weapon,Poison,
14652,17092,Weapon,Other,
14653,17093,Weapon,Firearm,
14654,17094,Weapon,Explosives,
14655,17095,Weapon,Blunt Object,
14656,17096,Weapon,Explosives,
14657,17097,Weapon,Firearm,
14658,17098,Weapon,Poison,
14659,17099,Weapon,Firearm,
14660,17100,Weapon,Blunt Object,
14661,17101,Weapon,Poison,
14662,17102,Weapon,Knife,
14663,17103,Weapon,Blunt Object,
14664,17104,Weapon,Other,
14665,17105,Weapon,Explosives,
14666,17106,Weapon,Poison,
14667,17108,Weapon,Blunt Object,
14668,17109,Weapon,Firearm,
14669,17110,Weapon,Explosives,
14670,17111,Weapon,Poison,
14671,17112,Weapon,Poison,
14672,17113,Weapon,Firearm,
14673,17114,Weapon,Poison,
14674,17115,Weapon,Poison,
14675,17116,Weapon,Knife,
14676,17117,Weapon,Knife,
14677,17118,Weapon,Knife,
14678,17119,Weapon,Poison,
14679,17120,Weapon,Blunt Object,
14680,17121,Weapon,Explosives,
14681,17122,Weapon,Blunt Object,
14682,17124,Weapon,Firearm,
14683,17125,Weapon,Explosives,
14684,17126,Weapon,Other,
14685,17127,Weapon,Firearm,
14686,17128,Weapon,Knife,
14687,17129,Weapon,Blunt Object,
14688,17130,Weapon,Other,
14689,17131,Weapon,Knife,
14690,17132,Weapon,Knife,
14691,17134,Weapon,Explosives,
14692,17135,Weapon,Blunt Object,
14693,17136,Weapon,Poison,
14694,17137,Weapon,Knife,
14695,17138,Weapon,Poison,
14696,17139,Weapon,Firearm,
14697,17140,Weapon,Poison,
14698,17141,Weapon,Knife,
14699,17142,Weapon,Firearm,
14700,17143,Weapon,Firearm,
14701,17146,Weapon,Firearm,
14702,17147,Weapon,Knife,
14703,17149,Weapon,Explosives,
14704,17150,Weapon,Knife,
14705,17151,Weapon,Poison,
14706,17152,Weapon,Knife,
14707,17153,Weapon,Poison,
14708,17154,Weapon,Blunt Object,
14709,17155,Weapon,Blunt Object,
14710,17156,Weapon,Other,
14711,17157,Weapon,Explosives,
14712,17158,Weapon,Blunt Object,
14713,17159,Weapon,Knife,
14714,17160,Weapon,Other,
14715,17161,Weapon,Knife,
14716,17162,Weapon,Firearm,
14717,17163,Weapon,Other,
14718,17164,Weapon,Other,
14719,17165,Weapon,Firearm,
14720,17166,Weapon,Other,
14721,17167,Weapon,Blunt Object,
14722,17168,Weapon,Other,
14723,17169,Weapon,Blunt Object,
14724,17170,Weapon,Knife,
14725,17171,Weapon,Blunt Object,
14726,17173,Weapon,Poison,
14727,17174,Weapon,Blunt Object,
14728,17175,Weapon,Explosives,
14729,17176,Weapon,Poison,
14730,17177,Weapon,Knife,
14731,17179,Weapon,Poison,
14732,17180,Weapon,Firearm,
14733,17181,Weapon,Explosives,
14734,17182,Weapon,Firearm,
14735,17183,Weapon,Firearm,
14736,17184,Weapon,Knife,
14737,17185,Weapon,Knife,
14738,17186,Weapon,Blunt Object,
14739,17187,Weapon,Other,
14740,17188,Weapon,Knife,
14741,17189,Weapon,Firearm,
14742,17190,Weapon,Knife,
14743,17191,Weapon,Knife,
14744,17193,Weapon,Firearm,
14745,17194,Weapon,Other,
14746,17195,Weapon,Knife,
14747,17196,Weapon,Blunt Object,
14748,17197,Weapon,Blunt Object,
14749,17198,Weapon,Poison,
14750,17201,Weapon,Blunt Object,
14751,17203,Weapon,Explosives,
14752,17204,Weapon,Explosives,
14753,17205,Weapon,Other,
14754,17206,Weapon,Blunt Object,
14755,17207,Weapon,Explosives,
14756,17208,Weapon,Poison,
14757,17209,Weapon,Knife,
14758,17210,Weapon,Explosives,
14759,17211,Weapon,Poison,
14760,17212,Weapon,Poison,
14761,17213,Weapon,Firearm,
14762,17214,Weapon,Explosives,
14763,17215,Weapon,Firearm,
14764,17216,Weapon,Blunt Object,
14765,17217,Weapon,Blunt Object,
14766,17218,Weapon,Firearm,
14767,17219,Weapon,Firearm,
14768,17220,Weapon,Explosives,
14769,17222,Weapon,Firearm,
14770,17223,Weapon,Firearm,
14771,17225,Weapon,Explosives,
14772,17226,Weapon,Knife,
14773,17227,Weapon,Firearm,
14774,17228,Weapon,Firearm,
14775,17229,Weapon,Poison,
14776,17230,Weapon,Knife,
14777,17232,Weapon,Firearm,
14778,17233,Weapon,Explosives,
14779,17234,Weapon,Explosives,
14780,17235,Weapon,Firearm,
14781,17236,Weapon,Blunt Object,
14782,17237,Weapon,Explosives,
14783,17238,Weapon,Firearm,
14784,17239,Weapon,Knife,
14785,17240,Weapon,Firearm,
14786,17241,Weapon,Poison,
14787,17243,Weapon,Poison,
14788,17245,Weapon,Firearm,
14789,17246,Weapon,Explosives,
14790,17247,Weapon,Knife,
14791,17248,Weapon,Knife,
14792,17249,Weapon,Knife,
14793,17251,Weapon,Other,
14794,17252,Weapon,Poison,
14795,17253,Weapon,Poison,
14796,17254,Weapon,Poison,
14797,17255,Weapon,Knife,
14798,17256,Weapon,Firearm,
14799,17257,Weapon,Poison,
14800,17258,Weapon,Blunt Object,
14801,17259,Weapon,Other,
14802,17260,Weapon,Blunt Object,
14803,17261,Weapon,Other,
14804,17262,Weapon,Explosives,
14805,17263,Weapon,Blunt Object,
14806,17264,Weapon,Explosives,
14807,17265,Weapon,Blunt Object,
14808,17266,Weapon,Firearm,
14809,17267,Weapon,Knife,
14810,17268,Weapon,Blunt Object,
14811,17269,Weapon,Firearm,
14812,17270,Weapon,Poison,
14813,17271,Weapon,Knife,
14814,17273,Weapon,Poison,
14815,17274,Weapon,Other,
14816,17276,Weapon,Knife,
14817,17277,Weapon,Explosives,
14818,17278,Weapon,Explosives,
14819,17279,Weapon,Explosives,
14820,17280,Weapon,Explosives,
14821,17281,Weapon,Knife,
14822,17283,Weapon,Firearm,
14823,17284,Weapon,Explosives,
14824,17285,Weapon,Blunt Object,
14825,17286,Weapon,Poison,
14826,17287,Weapon,Knife,
14827,17288,Weapon,Knife,
14828,17289,Weapon,Explosives,
14829,17291,Weapon,Knife,
14830,17292,Weapon,Firearm,
14831,17296,Weapon,Blunt Object,
14832,17297,Weapon,Explosives,
14833,17298,Weapon,Knife,
14834,17299,Weapon,Poison,
14835,17300,Weapon,Firearm,
14836,17302,Weapon,Blunt Object,
14837,17303,Weapon,Blunt Object,
14838,17304,Weapon,Explosives,
14839,17305,Weapon,Explosives,
14840,17306,Weapon,Poison,
14841,17307,Weapon,Other,
14842,17309,Weapon,Blunt Object,
14843,17310,Weapon,Poison,
14844,17311,Weapon,Explosives,
14845,17312,Weapon,Firearm,
14846,17313,Weapon,Explosives,
14847,17315,Weapon,Knife,
14848,17316,Weapon,Firearm,
14849,17317,Weapon,Firearm,
14850,17318,Weapon,Other,
14851,17319,Weapon,Firearm,
14852,17320,Weapon,Poison,
14853,17321,Weapon,Explosives,
14854,17322,Weapon,Blunt Object,
14855,17323,Weapon,Knife,
14856,17324,Weapon,Blunt Object,
14857,17325,Weapon,Blunt Object,
14858,17326,Weapon,Knife,
14859,17328,Weapon,Poison,
14860,17329,Weapon,Firearm,
14861,17330,Weapon,Firearm,
14862,17331,Weapon,Poison,
14863,17332,Weapon,Knife,
14864,17333,Weapon,Blunt Object,
14865,17334,Weapon,Blunt Object,
14866,17336,Weapon,Knife,
14867,17337,Weapon,Knife,
14868,17338,Weapon,Firearm,
14869,17339,Weapon,Blunt Object,
14870,17340,Weapon,Explosives,
14871,17341,Weapon,Other,
14872,17342,Weapon,Poison,
14873,17343,Weapon,Blunt Object,
14874,17344,Weapon,Other,
14875,17345,Weapon,Blunt Object,
14876,17346,Weapon,Poison,
14877,17347,Weapon,Firearm,
14878,17348,Weapon,Poison,
14879,17349,Weapon,Firearm,
14880,17350,Weapon,Blunt Object,
14881,17351,Weapon,Knife,
14882,17352,Weapon,Other,
14883,17353,Weapon,Knife,
14884,17354,Weapon,Explosives,
14885,17355,Weapon,Firearm,
14886,17356,Weapon,Blunt Object,
14887,17358,Weapon,Explosives,
14888,17360,Weapon,Other,
14889,17361,Weapon,Blunt Object,
14890,17362,Weapon,Firearm,
14891,17363,Weapon,Knife,
14892,17365,Weapon,Explosives,
14893,17366,Weapon,Blunt Object,
14894,17367,Weapon,Poison,
14895,17369,Weapon,Blunt Object,
14896,17370,Weapon,Knife,
14897,17371,Weapon,Other,
14898,17372,Weapon,Firearm,
14899,17373,Weapon,Other,
14900,17374,Weapon,Explosives,
14901,17375,Weapon,Blunt Object,
14902,17376,Weapon,Knife,
14903,17378,Weapon,Poison,
14904,17379,Weapon,Blunt Object,
14905,17380,Weapon,Explosives,
14906,17381,Weapon,Blunt Object,
14907,17382,Weapon,Poison,
14908,17384,Weapon,Explosives,
14909,17385,Weapon,Other,
14910,17387,Weapon,Poison,
14911,17388,Weapon,Knife,
14912,17389,Weapon,Explosives,
14913,17390,Weapon,Blunt Object,
14914,17391,Weapon,Poison,
14915,17392,Weapon,Other,
14916,17393,Weapon,Firearm,
14917,17394,Weapon,Poison,
14918,17395,Weapon,Knife,
14919,17396,Weapon,Poison,
14920,17397,Weapon,Firearm,
14921,17398,Weapon,Poison,
14922,17399,Weapon,Blunt Object,
14923,17400,Weapon,Blunt Object,
14924,17401,Weapon,Poison,
14925,17402,Weapon,Poison,
14926,17403,Weapon,Blunt Object,
14927,17404,Weapon,Firearm,
14928,17405,Weapon,Blunt Object,
14929,17407,Weapon,Other,
14930,17409,Weapon,Other,
14931,17410,Weapon,Firearm,
14932,17411,Weapon,Other,
14933,17412,Weapon,Explosives,
14934,17413,Weapon,Knife,
14935,17414,Weapon,Knife,
14936,17415,Weapon,Other,
14937,17416,Weapon,Firearm,
14938,17417,Weapon,Firearm,
14939,17419,Weapon,Explosives,
14940,17420,Weapon,Poison,
14941,17421,Weapon,Blunt Object,
14942,17422,Weapon,Poison,
14943,17423,Weapon,Firearm,
14944,17424,Weapon,Poison,
14945,17425,Weapon,Poison,
14946,17426,Weapon,Blunt Object,
14947,17427,Weapon,Firearm,
14948,17428,Weapon,Explosives,
14949,17429,Weapon,Other,
14950,17430,Weapon,Knife,
14951,17431,Weapon,Knife,
14952,17432,Weapon,Blunt Object,
14953,17433,Weapon,Other,
14954,17434,Weapon,Poison,
14955,17435,Weapon,Other,
14956,17436,Weapon,Blunt Object,
14957,17437,Weapon,Blunt Object,
14958,17438,Weapon,Explosives,
14959,17439,Weapon,Blunt Object,
14960,17441,Weapon,Other,
14961,17442,Weapon,Poison,
14962,17443,Weapon,Poison,
14963,17445,Weapon,Blunt Object,
14964,17446,Weapon,Poison,
14965,17447,Weapon,Blunt Object,
14966,17448,Weapon,Explosives,
14967,17449,Weapon,Blunt Object,
14968,17450,Weapon,Explosives,
14969,17452,Weapon,Poison,
14970,17453,Weapon,Knife,
14971,17454,Weapon,Firearm,
14972,17455,Weapon,Knife,
14973,17456,Weapon,Other,
14974,17457,Weapon,Other,
14975,17458,Weapon,Knife,
14976,17459,Weapon,Knife,
14977,17461,Weapon,Blunt Object,
14978,17462,Weapon,Firearm,
14979,17463,Weapon,Knife,
14980,17465,Weapon,Firearm,
14981,17466,Weapon,Knife,
14982,17467,Weapon,Explosives,
14983,17468,Weapon,Firearm,
14984,17469,Weapon,Explosives,
14985,17470,Weapon,Other,
14986,17471,Weapon,Poison,
14987,17472,Weapon,Firearm,
14988,17473,Weapon,Blunt Object,
14989,17474,Weapon,Firearm,
14990,17475,Weapon,Explosives,
14991,17476,Weapon,Blunt Object,
14992,17477,Weapon,Firearm,
14993,17478,Weapon,Explosives,
14994,17479,Weapon,Poison,
14995,17480,Weapon,Knife,
14996,17481,Weapon,Knife,
14997,17483,Weapon,Firearm,
14998,17484,Weapon,Blunt Object,
14999,17485,Weapon,Knife,
15000,17486,Weapon,Poison,
15001,17487,Weapon,Knife,
15002,17488,Weapon,Knife,
15003,17489,Weapon,Explosives,
15004,17490,Weapon,Other,
15005,17491,Weapon,Poison,
15006,17493,Weapon,Other,
15007,17494,Weapon,Knife,
15008,17495,Weapon,Knife,
15009,17496,Weapon,Firearm,
15010,17497,Weapon,Firearm,
15011,17498,Weapon,Explosives,
15012,17499,Weapon,Knife,
15013,17500,Weapon,Other,
15014,17501,Weapon,Knife,
15015,17503,Weapon,Explosives,
15016,17504,Weapon,Other,
15017,17506,Weapon,Knife,
15018,17507,Weapon,Blunt Object,
15019,17508,Weapon,Other,
15020,17509,Weapon,Firearm,
15021,17510,Weapon,Knife,
15022,17512,Weapon,Explosives,
15023,17513,Weapon,Explosives,
15024,17514,Weapon,Poison,
15025,17515,Weapon,Poison,
15026,17517,Weapon,Blunt Object,
15027,17518,Weapon,Explosives,
15028,17519,Weapon,Other,
15029,17520,Weapon,Knife,
15030,17521,Weapon,Other,
15031,17522,Weapon,Blunt Object,
15032,17523,Weapon,Poison,
15033,17524,Weapon,Poison,
15034,17525,Weapon,Poison,
15035,17526,Weapon,Explosives,
15036,17527,Weapon,Other,
15037,17529,Weapon,Explosives,
15038,17531,Weapon,Blunt Object,
15039,17532,Weapon,Blunt Object,
15040,17533,Weapon,Explosives,
15041,17534,Weapon,Blunt Object,
15042,17536,Weapon,Explosives,
15043,17537,Weapon,Firearm,
15044,17538,Weapon,Knife,
15045,17540,Weapon,Poison,
15046,17542,Weapon,Other,
15047,17543,Weapon,Firearm,
15048,17544,Weapon,Firearm,
15049,17547,Weapon,Other,
15050,17548,Weapon,Explosives,
15051,17549,Weapon,Blunt Object,
15052,17550,Weapon,Blunt Object,
15053,17551,Weapon,Poison,
15054,17552,Weapon,Blunt Object,
15055,17553,Weapon,Knife,
15056,17554,Weapon,Poison,
15057,17555,Weapon,Explosives,
15058,17556,Weapon,Firearm,
15059,17557,Weapon,Firearm,
15060,17559,Weapon,Explosives,
15061,17560,Weapon,Other,
15062,17561,Weapon,Explosives,
15063,17562,Weapon,Blunt Object,
15064,17563,Weapon,Blunt Object,
15065,17564,Weapon,Knife,
15066,17565,Weapon,Knife,
15067,17566,Weapon,Poison,
15068,17568,Weapon,Blunt Object,
15069,17569,Weapon,Blunt Object,
15070,17570,Weapon,Blunt Object,
15071,17571,Weapon,Explosives,
15072,17572,Weapon,Knife,
15073,17573,Weapon,Blunt Object,
15074,17574,Weapon,Firearm,
15075,17575,Weapon,Blunt Object,
15076,17576,Weapon,Other,
15077,17577,Weapon,Blunt Object,
15078,17580,Weapon,Knife,
15079,17581,Weapon,Other,
15080,17582,Weapon,Poison,
15081,17583,Weapon,Firearm,
15082,17584,Weapon,Explosives,
15083,17585,Weapon,Explosives,
15084,17586,Weapon,Explosives,
15085,17587,Weapon,Poison,
15086,17588,Weapon,Other,
15087,17589,Weapon,Poison,
15088,17590,Weapon,Knife,
15089,17593,Weapon,Other,
15090,17594,Weapon,Knife,
15091,17595,Weapon,Blunt Object,
15092,17596,Weapon,Explosives,
15093,17597,Weapon,Firearm,
15094,17598,Weapon,Blunt Object,
15095,17600,Weapon,Blunt Object,
15096,17601,Weapon,Other,
15097,17602,Weapon,Blunt Object,
15098,17603,Weapon,Explosives,
15099,17604,Weapon,Knife,
15100,17605,Weapon,Other,
15101,17606,Weapon,Firearm,
15102,17607,Weapon,Other,
15103,17608,Weapon,Poison,
15104,17609,Weapon,Blunt Object,
15105,17610,Weapon,Explosives,
15106,17611,Weapon,Firearm,
15107,17612,Weapon,Poison,
15108,17613,Weapon,Firearm,
15109,17614,Weapon,Blunt Object,
15110,17615,Weapon,Blunt Object,
15111,17616,Weapon,Blunt Object,
15112,17617,Weapon,Other,
15113,17618,Weapon,Explosives,
15114,17619,Weapon,Explosives,
15115,17620,Weapon,Explosives,
15116,17621,Weapon,Other,
15117,17622,Weapon,Other,
15118,17623,Weapon,Other,
15119,17624,Weapon,Poison,
15120,17626,Weapon,Blunt Object,
15121,17627,Weapon,Blunt Object,
15122,17628,Weapon,Explosives,
15123,17629,Weapon,Blunt Object,
15124,17630,Weapon,Explosives,
15125,17631,Weapon,Poison,
15126,17632,Weapon,Explosives,
15127,17634,Weapon,Firearm,
15128,17635,Weapon,Knife,
15129,17636,Weapon,Poison,
15130,17637,Weapon,Explosives,
15131,17638,Weapon,Firearm,
15132,17640,Weapon,Blunt Object,
15133,17641,Weapon,Other,
15134,17642,Weapon,Poison,
15135,17643,Weapon,Poison,
15136,17644,Weapon,Knife,
15137,17645,Weapon,Knife,
15138,17646,Weapon,Blunt Object,
15139,17648,Weapon,Other,
15140,17649,Weapon,Firearm,
15141,17650,Weapon,Knife,
15142,17651,Weapon,Poison,
15143,17654,Weapon,Blunt Object,
15144,17655,Weapon,Blunt Object,
15145,17656,Weapon,Blunt Object,
15146,17657,Weapon,Knife,
15147,17658,Weapon,Poison,
15148,17660,Weapon,Blunt Object,
15149,17661,Weapon,Blunt Object,
15150,17662,Weapon,Knife,
15151,17663,Weapon,Other,
15152,17665,Weapon,Explosives,
15153,17666,Weapon,Knife,
15154,17669,Weapon,Other,
15155,17671,Weapon,Blunt Object,
15156,17672,Weapon,Other,
15157,17673,Weapon,Blunt Object,
15158,17674,Weapon,Knife,
15159,17675,Weapon,Other,
