Complaint_ID,Date,Description,Victim_ID,Crime_ID
19780,04-04-2022 03:00,ILLEGAL POSSESSION,19780,588
19781,04-04-2022 04:00,ILLEGAL POSSESSION,19781,342
19782,04-04-2022 05:00,FRAUD,19782,530
19783,04-04-2022 06:00,FRAUD,19783,468
19784,04-04-2022 07:00,SHOPLIFTING,19784,256
19785,04-04-2022 08:00,TRAFFIC VIOLATION,19785,479
19786,04-04-2022 09:00,KIDNAPPING,19786,515
19787,04-04-2022 10:00,ROBBERY,19787,297
19788,04-04-2022 11:00,ILLEGAL POSSESSION,19788,131
19789,04-04-2022 12:00,ILLEGAL POSSESSION,19789,205
19790,04-04-2022 13:00,PUBLIC INTOXICATION,19790,327
19791,04-04-2022 14:00,ROBBERY,19791,143
19792,04-04-2022 15:00,PUBLIC INTOXICATION,19792,434
19793,04-04-2022 16:00,SEXUAL ASSAULT,19793,135
19794,04-04-2022 17:00,SHOPLIFTING,19794,293
19795,04-04-2022 18:00,VEHICLE - STOLEN,19795,307
19796,04-04-2022 19:00,ROBBERY,19796,414
19797,04-04-2022 20:00,ROBBERY,19797,301
19798,04-04-2022 21:00,TRAFFIC VIOLATION,19798,229
19799,04-04-2022 22:00,DRUG OFFENSE,19799,231
19800,04-04-2022 23:00,ILLEGAL POSSESSION,19800,334
19801,04-05-2022 00:00,VANDALISM,19801,379
19802,04-05-2022 01:00,FIREARM OFFENSE,19802,283
19803,04-05-2022 02:00,ARSON,19803,336
19804,04-05-2022 03:00,ASSAULT,19804,301
19805,04-05-2022 04:00,IDENTITY THEFT,19805,142
19806,04-05-2022 05:00,TRAFFIC VIOLATION,19806,496
19807,04-05-2022 06:00,BURGLARY,19807,289
19808,04-05-2022 07:00,SHOPLIFTING,19808,545
19809,04-05-2022 08:00,FIREARM OFFENSE,19809,398
19810,04-05-2022 09:00,PUBLIC INTOXICATION,19810,140
19811,04-05-2022 10:00,IDENTITY THEFT,19811,443
19812,04-05-2022 11:00,DRUG OFFENSE,19812,215
19813,04-05-2022 12:00,FIREARM OFFENSE,19813,115
19814,04-05-2022 13:00,FRAUD,19814,442
19815,04-05-2022 14:00,BURGLARY,19815,255
19816,04-05-2022 15:00,CYBERCRIME,19816,498
19817,04-05-2022 16:00,COUNTERFEITING,19817,487
19818,04-05-2022 17:00,KIDNAPPING,19818,580
19819,04-05-2022 18:00,VEHICLE - STOLEN,19819,255
19820,04-05-2022 19:00,VEHICLE - STOLEN,19820,120
19821,04-05-2022 20:00,ILLEGAL POSSESSION,19821,265
19822,04-05-2022 21:00,DRUG OFFENSE,19822,140
19823,04-05-2022 22:00,TRAFFIC VIOLATION,19823,125
19824,04-05-2022 23:00,VANDALISM,19824,472
19825,04-06-2022 00:00,DRUG OFFENSE,19825,595
19826,04-06-2022 01:00,PUBLIC INTOXICATION,19826,303
19827,04-06-2022 02:00,VEHICLE - STOLEN,19827,118
19828,04-06-2022 03:00,FRAUD,19828,456
19829,04-06-2022 04:00,PUBLIC INTOXICATION,19829,413
19830,04-06-2022 05:00,KIDNAPPING,19830,123
19831,04-06-2022 06:00,IDENTITY THEFT,19831,292
19832,04-06-2022 07:00,VANDALISM,19832,281
19833,04-06-2022 08:00,ARSON,19833,365
19834,04-06-2022 09:00,ILLEGAL POSSESSION,19834,267
19835,04-06-2022 10:00,DOMESTIC VIOLENCE,19835,268
19836,04-06-2022 11:00,FRAUD,19836,271
19837,04-06-2022 12:00,EXTORTION,19837,286
19838,04-06-2022 13:00,TRAFFIC VIOLATION,19838,500
19839,04-06-2022 14:00,FRAUD,19839,424
19840,04-06-2022 15:00,ARSON,19840,264
19841,04-06-2022 16:00,SEXUAL ASSAULT,19841,315
19842,04-06-2022 17:00,ILLEGAL POSSESSION,19842,161
19843,04-06-2022 18:00,HOMICIDE,19843,548
19844,04-06-2022 19:00,ASSAULT,19844,403
19845,04-06-2022 20:00,ILLEGAL POSSESSION,19845,188
19846,04-06-2022 21:00,PUBLIC INTOXICATION,19846,232
19847,04-06-2022 22:00,ROBBERY,19847,402
19848,04-06-2022 23:00,DOMESTIC VIOLENCE,19848,449
19849,04-07-2022 00:00,ILLEGAL POSSESSION,19849,158
19850,04-07-2022 01:00,VANDALISM,19850,566
19851,04-07-2022 02:00,DRUG OFFENSE,19851,344
19852,04-07-2022 03:00,COUNTERFEITING,19852,553
19853,04-07-2022 04:00,KIDNAPPING,19853,281
19854,04-07-2022 05:00,ROBBERY,19854,248
19855,04-07-2022 06:00,ILLEGAL POSSESSION,19855,319
19856,04-07-2022 07:00,PUBLIC INTOXICATION,19856,560
19857,04-07-2022 08:00,FRAUD,19857,560
19858,04-07-2022 09:00,VEHICLE - STOLEN,19858,240
19859,04-07-2022 10:00,CYBERCRIME,19859,332
19860,04-07-2022 11:00,DRUG OFFENSE,19860,592
19861,04-07-2022 12:00,HOMICIDE,19861,333
19862,04-07-2022 13:00,TRAFFIC VIOLATION,19862,267
19863,04-07-2022 14:00,KIDNAPPING,19863,389
19864,04-07-2022 15:00,PUBLIC INTOXICATION,19864,407
19865,04-07-2022 16:00,TRAFFIC VIOLATION,19865,433
19866,04-07-2022 17:00,ILLEGAL POSSESSION,19866,236
19867,04-07-2022 18:00,FIREARM OFFENSE,19867,395
19868,04-07-2022 19:00,SEXUAL ASSAULT,19868,599
19869,04-07-2022 20:00,BURGLARY,19869,596
19870,04-07-2022 21:00,FIREARM OFFENSE,19870,218
19871,04-07-2022 22:00,CYBERCRIME,19871,154
19872,04-07-2022 23:00,ARSON,19872,173
19873,04-08-2022 00:00,IDENTITY THEFT,19873,207
19874,04-08-2022 01:00,CYBERCRIME,19874,431
19875,04-08-2022 02:00,SEXUAL ASSAULT,19875,235
19876,04-08-2022 03:00,TRAFFIC VIOLATION,19876,125
19877,04-08-2022 04:00,KIDNAPPING,19877,356
19878,04-08-2022 05:00,DRUG OFFENSE,19878,425
19879,04-08-2022 06:00,TRAFFIC VIOLATION,19879,109
19880,04-08-2022 07:00,VANDALISM,19880,529
19881,04-08-2022 08:00,SEXUAL ASSAULT,19881,301
19882,04-08-2022 09:00,VEHICLE - STOLEN,19882,463
19883,04-08-2022 10:00,ILLEGAL POSSESSION,19883,477
19884,04-08-2022 11:00,BURGLARY,19884,599
19885,04-08-2022 12:00,SEXUAL ASSAULT,19885,577
19886,04-08-2022 13:00,ARSON,19886,150
19887,04-08-2022 14:00,PUBLIC INTOXICATION,19887,110
19888,04-08-2022 15:00,ARSON,19888,311
19889,04-08-2022 16:00,BURGLARY,19889,288
19890,04-08-2022 17:00,VEHICLE - STOLEN,19890,419
19891,04-08-2022 18:00,SEXUAL ASSAULT,19891,154
19892,04-08-2022 19:00,SHOPLIFTING,19892,297
19893,04-08-2022 20:00,SEXUAL ASSAULT,19893,323
19894,04-08-2022 21:00,IDENTITY THEFT,19894,259
19895,04-08-2022 22:00,HOMICIDE,19895,380
19896,04-08-2022 23:00,VEHICLE - STOLEN,19896,462
19897,04-09-2022 00:00,FRAUD,19897,464
19898,04-09-2022 01:00,ASSAULT,19898,169
19899,04-09-2022 02:00,EXTORTION,19899,148
19900,04-09-2022 03:00,CYBERCRIME,19900,314
19901,04-09-2022 04:00,HOMICIDE,19901,465
19902,04-09-2022 05:00,TRAFFIC VIOLATION,19902,201
19903,04-09-2022 06:00,SEXUAL ASSAULT,19903,307
19904,04-09-2022 07:00,VANDALISM,19904,561
19905,04-09-2022 08:00,FIREARM OFFENSE,19905,400
19906,04-09-2022 09:00,VANDALISM,19906,432
19907,04-09-2022 10:00,SEXUAL ASSAULT,19907,151
19908,04-09-2022 11:00,CYBERCRIME,19908,233
19909,04-09-2022 12:00,SEXUAL ASSAULT,19909,332
19910,04-09-2022 13:00,ROBBERY,19910,524
19911,04-09-2022 14:00,EXTORTION,19911,206
19912,04-09-2022 15:00,EXTORTION,19912,203
19913,04-09-2022 16:00,BURGLARY,19913,200
19914,04-09-2022 17:00,SEXUAL ASSAULT,19914,352
19915,04-09-2022 18:00,SHOPLIFTING,19915,551
19916,04-09-2022 19:00,KIDNAPPING,19916,194
19917,04-09-2022 20:00,ASSAULT,19917,353
19918,04-09-2022 21:00,ROBBERY,19918,313
19919,04-09-2022 22:00,ILLEGAL POSSESSION,19919,191
19920,04-09-2022 23:00,BURGLARY,19920,235
19921,04-10-2022 00:00,DRUG OFFENSE,19921,411
19922,04-10-2022 01:00,VANDALISM,19922,141
19923,04-10-2022 02:00,CYBERCRIME,19923,146
19924,04-10-2022 03:00,FRAUD,19924,406
19925,04-10-2022 04:00,ROBBERY,19925,112
19926,04-10-2022 05:00,DRUG OFFENSE,19926,387
19927,04-10-2022 06:00,KIDNAPPING,19927,304
19928,04-10-2022 07:00,CYBERCRIME,19928,530
19929,04-10-2022 08:00,HOMICIDE,19929,259
19930,04-10-2022 09:00,VEHICLE - STOLEN,19930,263
19931,04-10-2022 10:00,VEHICLE - STOLEN,19931,343
19932,04-10-2022 11:00,HOMICIDE,19932,501
19933,04-10-2022 12:00,PUBLIC INTOXICATION,19933,472
19934,04-10-2022 13:00,DRUG OFFENSE,19934,310
19935,04-10-2022 14:00,VEHICLE - STOLEN,19935,212
19936,04-10-2022 15:00,SEXUAL ASSAULT,19936,272
19937,04-10-2022 16:00,IDENTITY THEFT,19937,180
19938,04-10-2022 17:00,PUBLIC INTOXICATION,19938,566
19939,04-10-2022 18:00,ILLEGAL POSSESSION,19939,579
19940,04-10-2022 19:00,FRAUD,19940,257
19941,04-10-2022 20:00,BURGLARY,19941,182
19942,04-10-2022 21:00,ROBBERY,19942,448
19943,04-10-2022 22:00,ILLEGAL POSSESSION,19943,508
19944,04-10-2022 23:00,COUNTERFEITING,19944,458
19945,04-11-2022 00:00,ASSAULT,19945,199
19946,04-11-2022 01:00,SHOPLIFTING,19946,527
19947,04-11-2022 02:00,DRUG OFFENSE,19947,529
19948,04-11-2022 03:00,DRUG OFFENSE,19948,349
19949,04-11-2022 04:00,COUNTERFEITING,19949,537
19950,04-11-2022 05:00,KIDNAPPING,19950,494
19951,04-11-2022 06:00,ASSAULT,19951,324
19952,04-11-2022 07:00,TRAFFIC VIOLATION,19952,187
19953,04-11-2022 08:00,KIDNAPPING,19953,599
19954,04-11-2022 09:00,FIREARM OFFENSE,19954,358
19955,04-11-2022 10:00,KIDNAPPING,19955,340
19956,04-11-2022 11:00,FRAUD,19956,331
19957,04-11-2022 12:00,IDENTITY THEFT,19957,225
19958,04-11-2022 13:00,BURGLARY,19958,349
19959,04-11-2022 14:00,VANDALISM,19959,277
19960,04-11-2022 15:00,CYBERCRIME,19960,147
19961,04-11-2022 16:00,PUBLIC INTOXICATION,19961,272
19962,04-11-2022 17:00,ILLEGAL POSSESSION,19962,563
19963,04-11-2022 18:00,DRUG OFFENSE,19963,159
19964,04-11-2022 19:00,FIREARM OFFENSE,19964,498
19965,04-11-2022 20:00,IDENTITY THEFT,19965,157
19966,04-11-2022 21:00,DOMESTIC VIOLENCE,19966,255
19967,04-11-2022 22:00,VANDALISM,19967,272
19968,04-11-2022 23:00,BURGLARY,19968,482
19969,04-12-2022 00:00,SHOPLIFTING,19969,417
19970,04-12-2022 01:00,SEXUAL ASSAULT,19970,370
19971,04-12-2022 02:00,SEXUAL ASSAULT,19971,464
19972,04-12-2022 03:00,SEXUAL ASSAULT,19972,327
19973,04-12-2022 04:00,IDENTITY THEFT,19973,528
19974,04-12-2022 05:00,CYBERCRIME,19974,475
19975,04-12-2022 06:00,COUNTERFEITING,19975,228
19976,04-12-2022 07:00,TRAFFIC VIOLATION,19976,206
19977,04-12-2022 08:00,FRAUD,19977,408
19978,04-12-2022 09:00,ROBBERY,19978,408
19979,04-12-2022 10:00,COUNTERFEITING,19979,223
19980,04-12-2022 11:00,VEHICLE - STOLEN,19980,110
19981,04-12-2022 12:00,PUBLIC INTOXICATION,19981,508
19982,04-12-2022 13:00,CYBERCRIME,19982,505
19983,04-12-2022 14:00,EXTORTION,19983,119
19984,04-12-2022 15:00,TRAFFIC VIOLATION,19984,230
19985,04-12-2022 16:00,EXTORTION,19985,493
19986,04-12-2022 17:00,ROBBERY,19986,453
19987,04-12-2022 18:00,DOMESTIC VIOLENCE,19987,255
19988,04-12-2022 19:00,FIREARM OFFENSE,19988,576
19989,04-12-2022 20:00,DOMESTIC VIOLENCE,19989,125
19990,04-12-2022 21:00,ROBBERY,19990,444
19991,04-12-2022 22:00,ARSON,19991,236
19992,04-12-2022 23:00,IDENTITY THEFT,19992,452
19993,04-13-2022 00:00,SEXUAL ASSAULT,19993,146
19994,04-13-2022 01:00,DOMESTIC VIOLENCE,19994,130
19995,04-13-2022 02:00,VEHICLE - STOLEN,19995,194
19996,04-13-2022 03:00,ROBBERY,19996,202
19997,04-13-2022 04:00,KIDNAPPING,19997,281
19998,04-13-2022 05:00,DOMESTIC VIOLENCE,19998,214
19999,04-13-2022 06:00,ILLEGAL POSSESSION,19999,505
20000,04-13-2022 07:00,ASSAULT,20000,559
20001,04-13-2022 08:00,VANDALISM,20001,172
20002,04-13-2022 09:00,ROBBERY,20002,444
20003,04-13-2022 10:00,VANDALISM,20003,218
20004,04-13-2022 11:00,PUBLIC INTOXICATION,20004,488
20005,04-13-2022 12:00,ROBBERY,20005,257
20006,04-13-2022 13:00,VEHICLE - STOLEN,20006,505
20007,04-13-2022 14:00,KIDNAPPING,20007,130
20008,04-13-2022 15:00,ILLEGAL POSSESSION,20008,536
20009,04-13-2022 16:00,BURGLARY,20009,523
20010,04-13-2022 17:00,SHOPLIFTING,20010,208
20011,04-13-2022 18:00,VANDALISM,20011,393
20012,04-13-2022 19:00,KIDNAPPING,20012,233
20013,04-13-2022 20:00,FRAUD,20013,278
20014,04-13-2022 21:00,DOMESTIC VIOLENCE,20014,427
20015,04-13-2022 22:00,ARSON,20015,395
20016,04-13-2022 23:00,VANDALISM,20016,206
20017,04-14-2022 00:00,IDENTITY THEFT,20017,204
20018,04-14-2022 01:00,SEXUAL ASSAULT,20018,175
20019,04-14-2022 02:00,HOMICIDE,20019,102
20020,04-14-2022 03:00,SEXUAL ASSAULT,20020,290
20021,04-14-2022 04:00,ASSAULT,20021,293
20022,04-14-2022 05:00,CYBERCRIME,20022,459
20023,04-14-2022 06:00,BURGLARY,20023,136
20024,04-14-2022 07:00,FRAUD,20024,282
20025,04-14-2022 08:00,SEXUAL ASSAULT,20025,188
20026,04-14-2022 09:00,COUNTERFEITING,20026,101
20027,04-14-2022 10:00,SHOPLIFTING,20027,314
20028,04-14-2022 11:00,PUBLIC INTOXICATION,20028,150
20029,04-14-2022 12:00,SEXUAL ASSAULT,20029,511
20030,04-14-2022 13:00,VANDALISM,20030,306
20031,04-14-2022 14:00,ILLEGAL POSSESSION,20031,575
20032,04-14-2022 15:00,FIREARM OFFENSE,20032,209
20033,04-14-2022 16:00,ILLEGAL POSSESSION,20033,460
20034,04-14-2022 17:00,VANDALISM,20034,571
20035,04-14-2022 18:00,HOMICIDE,20035,527
20036,04-14-2022 19:00,EXTORTION,20036,208
20037,04-14-2022 20:00,SEXUAL ASSAULT,20037,485
20038,04-14-2022 21:00,FRAUD,20038,194
20039,04-14-2022 22:00,VANDALISM,20039,218
20040,04-14-2022 23:00,ASSAULT,20040,136
20041,04-15-2022 00:00,ARSON,20041,170
20042,04-15-2022 01:00,SEXUAL ASSAULT,20042,243
20043,04-15-2022 02:00,ARSON,20043,202
20044,04-15-2022 03:00,ASSAULT,20044,532
20045,04-15-2022 04:00,FIREARM OFFENSE,20045,113
20046,04-15-2022 05:00,HOMICIDE,20046,586
20047,04-15-2022 06:00,PUBLIC INTOXICATION,20047,541
20048,04-15-2022 07:00,EXTORTION,20048,130
20049,04-15-2022 08:00,PUBLIC INTOXICATION,20049,228
20050,04-15-2022 09:00,ROBBERY,20050,599
20051,04-15-2022 10:00,PUBLIC INTOXICATION,20051,599
20052,04-15-2022 11:00,ROBBERY,20052,194
20053,04-15-2022 12:00,ARSON,20053,587
20054,04-15-2022 13:00,DOMESTIC VIOLENCE,20054,450
20055,04-15-2022 14:00,ROBBERY,20055,590
20056,04-15-2022 15:00,ROBBERY,20056,268
20057,04-15-2022 16:00,FIREARM OFFENSE,20057,276
20058,04-15-2022 17:00,BURGLARY,20058,139
20059,04-15-2022 18:00,VEHICLE - STOLEN,20059,170
20060,04-15-2022 19:00,DOMESTIC VIOLENCE,20060,412
20061,04-15-2022 20:00,DOMESTIC VIOLENCE,20061,590
20062,04-15-2022 21:00,TRAFFIC VIOLATION,20062,493
20063,04-15-2022 22:00,SHOPLIFTING,20063,452
20064,04-15-2022 23:00,VANDALISM,20064,344
20065,04-16-2022 00:00,ROBBERY,20065,272
20066,04-16-2022 01:00,ASSAULT,20066,598
20067,04-16-2022 02:00,SHOPLIFTING,20067,491
20068,04-16-2022 03:00,SEXUAL ASSAULT,20068,141
20069,04-16-2022 04:00,DRUG OFFENSE,20069,168
20070,04-16-2022 05:00,VANDALISM,20070,540
20071,04-16-2022 06:00,ARSON,20071,126
20072,04-16-2022 07:00,DRUG OFFENSE,20072,525
20073,04-16-2022 08:00,CYBERCRIME,20073,253
20074,04-16-2022 09:00,DRUG OFFENSE,20074,475
20075,04-16-2022 10:00,COUNTERFEITING,20075,395
20076,04-16-2022 11:00,FIREARM OFFENSE,20076,392
20077,04-16-2022 12:00,ARSON,20077,259
20078,04-16-2022 13:00,FIREARM OFFENSE,20078,453
20079,04-16-2022 14:00,EXTORTION,20079,216
20080,04-16-2022 15:00,BURGLARY,20080,386
20081,04-16-2022 16:00,BURGLARY,20081,202
20082,04-16-2022 17:00,CYBERCRIME,20082,101
20083,04-16-2022 18:00,DOMESTIC VIOLENCE,20083,139
20084,04-16-2022 19:00,VEHICLE - STOLEN,20084,370
20085,04-16-2022 20:00,DOMESTIC VIOLENCE,20085,368
20086,04-16-2022 21:00,PUBLIC INTOXICATION,20086,563
20087,04-16-2022 22:00,IDENTITY THEFT,20087,122
20088,04-16-2022 23:00,SEXUAL ASSAULT,20088,128
20089,04-17-2022 00:00,EXTORTION,20089,509
20090,04-17-2022 01:00,FIREARM OFFENSE,20090,414
20091,04-17-2022 02:00,FRAUD,20091,439
20092,04-17-2022 03:00,ASSAULT,20092,183
20093,04-17-2022 04:00,VEHICLE - STOLEN,20093,396
20094,04-17-2022 05:00,DRUG OFFENSE,20094,461
20095,04-17-2022 06:00,FRAUD,20095,567
20096,04-17-2022 07:00,IDENTITY THEFT,20096,362
20097,04-17-2022 08:00,FRAUD,20097,502
20098,04-17-2022 09:00,ILLEGAL POSSESSION,20098,204
20099,04-17-2022 10:00,HOMICIDE,20099,153
20100,04-17-2022 11:00,FIREARM OFFENSE,20100,416
20101,04-17-2022 12:00,DRUG OFFENSE,20101,533
20102,04-17-2022 13:00,COUNTERFEITING,20102,587
20103,04-17-2022 14:00,HOMICIDE,20103,198
20104,04-17-2022 15:00,ROBBERY,20104,221
20105,04-17-2022 16:00,KIDNAPPING,20105,494
20106,04-17-2022 17:00,SEXUAL ASSAULT,20106,268
20107,04-17-2022 18:00,CYBERCRIME,20107,376
20108,04-17-2022 19:00,FIREARM OFFENSE,20108,580
20109,04-17-2022 20:00,DOMESTIC VIOLENCE,20109,429
20110,04-17-2022 21:00,COUNTERFEITING,20110,453
20111,04-17-2022 22:00,DOMESTIC VIOLENCE,20111,425
20112,04-17-2022 23:00,HOMICIDE,20112,384
20113,04-18-2022 00:00,SHOPLIFTING,20113,432
20114,04-18-2022 01:00,COUNTERFEITING,20114,398
20115,04-18-2022 02:00,ILLEGAL POSSESSION,20115,440
20116,04-18-2022 03:00,DOMESTIC VIOLENCE,20116,175
20117,04-18-2022 04:00,EXTORTION,20117,251
20118,04-18-2022 05:00,IDENTITY THEFT,20118,166
20119,04-18-2022 06:00,DOMESTIC VIOLENCE,20119,435
20120,04-18-2022 07:00,BURGLARY,20120,300
20121,04-18-2022 08:00,BURGLARY,20121,119
20122,04-18-2022 09:00,ROBBERY,20122,459
20123,04-18-2022 10:00,EXTORTION,20123,364
20124,04-18-2022 11:00,COUNTERFEITING,20124,558
20125,04-18-2022 12:00,ILLEGAL POSSESSION,20125,520
20126,04-18-2022 13:00,VANDALISM,20126,289
20127,04-18-2022 14:00,CYBERCRIME,20127,492
20128,04-18-2022 15:00,BURGLARY,20128,183
20129,04-18-2022 16:00,IDENTITY THEFT,20129,265
20130,04-18-2022 17:00,ROBBERY,20130,230
20131,04-18-2022 18:00,TRAFFIC VIOLATION,20131,546
20132,04-18-2022 19:00,SHOPLIFTING,20132,452
20133,04-18-2022 20:00,VEHICLE - STOLEN,20133,428
20134,04-18-2022 21:00,BURGLARY,20134,196
20135,04-18-2022 22:00,TRAFFIC VIOLATION,20135,364
20136,04-18-2022 23:00,ASSAULT,20136,195
20137,04-19-2022 00:00,VANDALISM,20137,227
20138,04-19-2022 01:00,BURGLARY,20138,340
20139,04-19-2022 02:00,CYBERCRIME,20139,106
20140,04-19-2022 03:00,ARSON,20140,522
20141,04-19-2022 04:00,HOMICIDE,20141,468
20142,04-19-2022 05:00,IDENTITY THEFT,20142,578
20143,04-19-2022 06:00,IDENTITY THEFT,20143,539
20144,04-19-2022 07:00,EXTORTION,20144,395
20145,04-19-2022 08:00,BURGLARY,20145,119
20146,04-19-2022 09:00,PUBLIC INTOXICATION,20146,163
20147,04-19-2022 10:00,VANDALISM,20147,463
20148,04-19-2022 11:00,CYBERCRIME,20148,225
20149,04-19-2022 12:00,COUNTERFEITING,20149,390
20150,04-19-2022 13:00,KIDNAPPING,20150,129
20151,04-19-2022 14:00,SHOPLIFTING,20151,352
20152,04-19-2022 15:00,FIREARM OFFENSE,20152,584
20153,04-19-2022 16:00,IDENTITY THEFT,20153,361
20154,04-19-2022 17:00,ASSAULT,20154,453
20155,04-19-2022 18:00,DRUG OFFENSE,20155,491
20156,04-19-2022 19:00,ARSON,20156,337
20157,04-19-2022 20:00,ASSAULT,20157,255
20158,04-19-2022 21:00,IDENTITY THEFT,20158,370
20159,04-19-2022 22:00,EXTORTION,20159,335
20160,04-19-2022 23:00,ILLEGAL POSSESSION,20160,218
20161,04-20-2022 00:00,VEHICLE - STOLEN,20161,240
20162,04-20-2022 01:00,DOMESTIC VIOLENCE,20162,129
20163,04-20-2022 02:00,PUBLIC INTOXICATION,20163,462
20164,04-20-2022 03:00,SHOPLIFTING,20164,329
20165,04-20-2022 04:00,COUNTERFEITING,20165,319
20166,04-20-2022 05:00,KIDNAPPING,20166,116
20167,04-20-2022 06:00,BURGLARY,20167,343
20168,04-20-2022 07:00,COUNTERFEITING,20168,241
20169,04-20-2022 08:00,ARSON,20169,406
20170,04-20-2022 09:00,SHOPLIFTING,20170,455
20171,04-20-2022 10:00,FIREARM OFFENSE,20171,420
20172,04-20-2022 11:00,ASSAULT,20172,310
20173,04-20-2022 12:00,TRAFFIC VIOLATION,20173,122
20174,04-20-2022 13:00,HOMICIDE,20174,191
20175,04-20-2022 14:00,CYBERCRIME,20175,437
20176,04-20-2022 15:00,KIDNAPPING,20176,521
20177,04-20-2022 16:00,ASSAULT,20177,496
20178,04-20-2022 17:00,ROBBERY,20178,215
20179,04-20-2022 18:00,PUBLIC INTOXICATION,20179,479
20180,04-20-2022 19:00,PUBLIC INTOXICATION,20180,315
20181,04-20-2022 20:00,SHOPLIFTING,20181,137
20182,04-20-2022 21:00,SHOPLIFTING,20182,236
20183,04-20-2022 22:00,BURGLARY,20183,405
20184,04-20-2022 23:00,FIREARM OFFENSE,20184,131
20185,04-21-2022 00:00,HOMICIDE,20185,136
20186,04-21-2022 01:00,BURGLARY,20186,517
20187,04-21-2022 02:00,KIDNAPPING,20187,301
20188,04-21-2022 03:00,HOMICIDE,20188,202
20189,04-21-2022 04:00,DOMESTIC VIOLENCE,20189,428
20190,04-21-2022 05:00,IDENTITY THEFT,20190,476
20191,04-21-2022 06:00,FRAUD,20191,474
20192,04-21-2022 07:00,VEHICLE - STOLEN,20192,389
20193,04-21-2022 08:00,VEHICLE - STOLEN,20193,312
20194,04-21-2022 09:00,HOMICIDE,20194,203
20195,04-21-2022 10:00,SEXUAL ASSAULT,20195,177
20196,04-21-2022 11:00,IDENTITY THEFT,20196,268
20197,04-21-2022 12:00,VANDALISM,20197,480
20198,04-21-2022 13:00,KIDNAPPING,20198,517
20199,04-21-2022 14:00,FRAUD,20199,126
20200,04-21-2022 15:00,KIDNAPPING,20200,559
20201,04-21-2022 16:00,TRAFFIC VIOLATION,20201,168
20202,04-21-2022 17:00,SEXUAL ASSAULT,20202,170
20203,04-21-2022 18:00,DRUG OFFENSE,20203,197
20204,04-21-2022 19:00,FRAUD,20204,217
20205,04-21-2022 20:00,VEHICLE - STOLEN,20205,152
20206,04-21-2022 21:00,SEXUAL ASSAULT,20206,558
20207,04-21-2022 22:00,BURGLARY,20207,333
20208,04-21-2022 23:00,DRUG OFFENSE,20208,479
20209,04-22-2022 00:00,ROBBERY,20209,533
20210,04-22-2022 01:00,ROBBERY,20210,382
20211,04-22-2022 02:00,DRUG OFFENSE,20211,299
20212,04-22-2022 03:00,PUBLIC INTOXICATION,20212,411
20213,04-22-2022 04:00,DOMESTIC VIOLENCE,20213,494
20214,04-22-2022 05:00,FIREARM OFFENSE,20214,519
20215,04-22-2022 06:00,ILLEGAL POSSESSION,20215,246
20216,04-22-2022 07:00,HOMICIDE,20216,370
20217,04-22-2022 08:00,SHOPLIFTING,20217,581
20218,04-22-2022 09:00,VANDALISM,20218,409
20219,04-22-2022 10:00,ASSAULT,20219,475
20220,04-22-2022 11:00,VANDALISM,20220,135
20221,04-22-2022 12:00,TRAFFIC VIOLATION,20221,445
20222,04-22-2022 13:00,DRUG OFFENSE,20222,502
20223,04-22-2022 14:00,PUBLIC INTOXICATION,20223,348
20224,04-22-2022 15:00,FRAUD,20224,356
20225,04-22-2022 16:00,KIDNAPPING,20225,195
20226,04-22-2022 17:00,ROBBERY,20226,286
20227,04-22-2022 18:00,ROBBERY,20227,286
20228,04-22-2022 19:00,HOMICIDE,20228,513
20229,04-22-2022 20:00,PUBLIC INTOXICATION,20229,289
20230,04-22-2022 21:00,CYBERCRIME,20230,246
20231,04-22-2022 22:00,VANDALISM,20231,295
20232,04-22-2022 23:00,TRAFFIC VIOLATION,20232,451
20233,04-23-2022 00:00,ARSON,20233,452
20234,04-23-2022 01:00,ARSON,20234,470
20235,04-23-2022 02:00,IDENTITY THEFT,20235,320
20236,04-23-2022 03:00,KIDNAPPING,20236,481
20237,04-23-2022 04:00,HOMICIDE,20237,499
20238,04-23-2022 05:00,HOMICIDE,20238,538
20239,04-23-2022 06:00,PUBLIC INTOXICATION,20239,235
20240,04-23-2022 07:00,ILLEGAL POSSESSION,20240,163
20241,04-23-2022 08:00,DRUG OFFENSE,20241,153
20242,04-23-2022 09:00,PUBLIC INTOXICATION,20242,134
20243,04-23-2022 10:00,DRUG OFFENSE,20243,312
20244,04-23-2022 11:00,DRUG OFFENSE,20244,455
20245,04-23-2022 12:00,PUBLIC INTOXICATION,20245,252
20246,04-23-2022 13:00,FIREARM OFFENSE,20246,374
20247,04-23-2022 14:00,FIREARM OFFENSE,20247,161
20248,04-23-2022 15:00,PUBLIC INTOXICATION,20248,139
20249,04-23-2022 16:00,PUBLIC INTOXICATION,20249,109
20250,04-23-2022 17:00,DOMESTIC VIOLENCE,20250,368
20251,04-23-2022 18:00,PUBLIC INTOXICATION,20251,537
20252,04-23-2022 19:00,ILLEGAL POSSESSION,20252,356
20253,04-23-2022 20:00,KIDNAPPING,20253,202
20254,04-23-2022 21:00,SHOPLIFTING,20254,156
20255,04-23-2022 22:00,ILLEGAL POSSESSION,20255,172
20256,04-23-2022 23:00,ROBBERY,20256,204
20257,04-24-2022 00:00,VEHICLE - STOLEN,20257,561
20258,04-24-2022 01:00,KIDNAPPING,20258,186
