FIR_Suspects_ID,FIR_ID,Suspect_ID,Reason_For_Suspicion,Date_Linked
13609,25032,27904,Witness testimony,2021-08-20
13610,6065,19346,CCTV footage,2019-05-31
13611,35271,692,CCTV footage,2020-05-06
13612,7220,27946,Seen near crime scene,2023-12-19
13613,12800,6141,Phone call records,2022-11-15
13614,31633,6028,Phone call records,2021-11-12
13615,14205,4805,CCTV footage,2023-03-25
13616,9629,27535,Seen near crime scene,2021-08-10
13617,11667,10430,Suspicious behaviour reported,2023-06-01
13618,25775,19222,CCTV footage,2022-07-05
13619,26171,29180,Prior criminal record,2022-09-28
13620,4751,17510,Suspicious behaviour reported,2021-12-20
13621,17407,3718,CCTV footage,2023-07-21
13622,15010,210,Witness testimony,2020-07-14
13623,32324,17543,Phone call records,2023-02-21
13624,32970,10353,Phone call records,2022-05-08
13625,29162,10564,Suspicious behaviour reported,2022-01-27
13626,9847,28972,Suspicious behaviour reported,2022-02-28
13627,30603,13012,Phone call records,2021-07-23
13628,16552,6527,Prior criminal record,2020-01-25
13629,17664,7625,CCTV footage,2023-11-14
13630,26741,15890,Suspicious behaviour reported,2022-02-16
13631,26741,28606,Prior criminal record,2022-10-25
13632,23265,3404,Prior criminal record,2019-01-22
13633,291,4837,Seen near crime scene,2019-08-14
13634,15655,20465,Phone call records,2020-02-10
13635,7877,6332,Witness testimony,2023-11-30
13636,15853,11902,Seen near crime scene,2023-10-12
13637,27297,30405,Witness testimony,2020-07-24
13638,27297,16156,Prior criminal record,2019-02-03
13639,7564,17475,Seen near crime scene,2019-12-17
13640,7564,12122,CCTV footage,2020-09-05
13641,16505,5157,Prior criminal record,2020-03-04
13642,16505,21245,Phone call records,2020-03-03
13643,25458,30367,CCTV footage,2019-08-30
13644,14559,7114,Phone call records,2022-03-27
13645,14559,25122,Witness testimony,2023-04-30
13646,13322,15860,Suspicious behaviour reported,2020-02-04
13647,13322,13736,Prior criminal record,2021-04-19
13648,7024,24717,Witness testimony,2021-10-23
13649,33966,24443,Suspicious behaviour reported,2019-03-04
13650,19867,8569,Suspicious behaviour reported,2022-09-07
13651,2353,2266,CCTV footage,2023-03-24
13652,3533,13244,Prior criminal record,2020-09-07
13653,8703,5417,Suspicious behaviour reported,2020-11-29
13654,24850,28028,Suspicious behaviour reported,2020-01-19
13655,15606,25914,Seen near crime scene,2019-03-28
13656,15606,15970,Witness testimony,2019-08-15
13657,2800,30943,CCTV footage,2020-09-29
13658,2926,5483,Prior criminal record,2021-03-28
13659,14925,20629,Witness testimony,2023-12-21
13660,14855,20984,Witness testimony,2022-05-23
13661,15823,20782,Suspicious behaviour reported,2020-04-13
13662,15823,12704,Suspicious behaviour reported,2020-10-07
13663,6122,3934,Suspicious behaviour reported,2021-08-11
13664,15860,21901,Phone call records,2023-10-03
13665,34256,15498,Witness testimony,2019-11-16
13666,40101,28170,Witness testimony,2019-07-23
13667,28999,13708,CCTV footage,2021-11-13
13668,7971,14961,Phone call records,2021-04-03
13669,8521,28726,Phone call records,2020-12-13
13670,8521,8638,Prior criminal record,2019-04-16
13671,2809,18375,Witness testimony,2019-02-09
13672,26851,13766,Phone call records,2021-03-27
13673,13217,3814,Prior criminal record,2019-06-07
13674,6493,25516,Suspicious behaviour reported,2019-02-25
13675,31846,11347,CCTV footage,2019-07-05
13676,34401,16343,Phone call records,2022-07-31
13677,20009,19231,Seen near crime scene,2020-03-02
13678,16298,5495,Suspicious behaviour reported,2020-05-07
13679,22941,2057,Witness testimony,2020-07-24
13680,36460,268,Prior criminal record,2022-01-21
13681,23208,171,Witness testimony,2021-09-19
13682,23208,24122,CCTV footage,2023-12-29
13683,12521,14240,Witness testimony,2021-01-31
13684,22059,30027,CCTV footage,2020-07-29
13685,21403,21559,Seen near crime scene,2021-07-21
13686,12838,22658,Witness testimony,2023-09-02
13687,37689,18956,CCTV footage,2021-03-26
13688,31099,6908,Seen near crime scene,2019-07-31
13689,28868,21763,Phone call records,2021-05-22
13690,10837,30255,Prior criminal record,2022-11-23
13691,8090,4306,Seen near crime scene,2019-04-04
13692,36217,1319,Suspicious behaviour reported,2022-03-13
13693,39732,10067,Prior criminal record,2022-09-12
13694,11500,24028,Witness testimony,2021-01-30
13695,11500,9554,Seen near crime scene,2022-07-08
13696,32286,5043,Prior criminal record,2019-03-14
13697,18551,14080,Witness testimony,2022-08-31
13698,8385,8719,Phone call records,2020-01-12
13699,30299,28750,Prior criminal record,2021-08-17
13700,10071,20862,CCTV footage,2020-12-21
13701,16360,11337,CCTV footage,2021-04-29
13702,7237,14264,Witness testimony,2023-03-04
13703,38949,30322,Prior criminal record,2019-09-27
13704,8258,10526,Witness testimony,2019-03-31
13705,8258,29,Seen near crime scene,2020-12-26
13706,604,23184,Prior criminal record,2022-02-21
13707,20696,25792,Prior criminal record,2020-07-20
13708,20696,8498,Seen near crime scene,2022-10-06
13709,20279,25089,CCTV footage,2023-06-14
13710,34232,21533,Phone call records,2023-10-24
13711,3561,11237,Prior criminal record,2023-11-19
13712,5474,31770,Phone call records,2022-03-24
13713,5474,24567,CCTV footage,2022-01-28
13714,25490,628,Suspicious behaviour reported,2020-02-12
13715,36087,7934,Prior criminal record,2019-08-25
13716,5013,676,Suspicious behaviour reported,2020-07-09
13717,12271,11031,Witness testimony,2019-04-24
13718,29607,23212,Prior criminal record,2023-11-08
13719,29607,20668,Witness testimony,2022-07-25
13720,20219,15517,Witness testimony,2020-08-06
13721,14849,12600,Suspicious behaviour reported,2022-03-14
13722,35206,26443,CCTV footage,2023-09-15
13723,35206,23133,Seen near crime scene,2019-02-26
13724,37832,2906,Seen near crime scene,2020-03-06
13725,21120,9016,Seen near crime scene,2021-08-14
13726,38318,11386,Witness testimony,2021-09-09
13727,9823,8412,Phone call records,2023-02-18
13728,35787,29616,Witness testimony,2020-08-16
13729,35787,19956,Suspicious behaviour reported,2020-10-16
13730,26807,30810,CCTV footage,2021-01-24
13731,30153,8062,Witness testimony,2020-12-22
13732,2361,6286,Prior criminal record,2021-02-07
13733,34513,15704,CCTV footage,2023-01-11
13734,10318,5768,Prior criminal record,2021-10-21
13735,3072,30263,Phone call records,2022-06-05
13736,22005,3830,Seen near crime scene,2022-11-28
13737,22005,23787,Suspicious behaviour reported,2023-10-21
13738,10932,20414,Suspicious behaviour reported,2021-08-15
13739,31351,19846,Witness testimony,2019-08-16
13740,31351,31992,Seen near crime scene,2020-02-28
13741,34530,24621,Prior criminal record,2021-09-20
13742,37031,3643,Suspicious behaviour reported,2022-12-02
13743,35698,5085,Phone call records,2019-10-18
13744,23431,12029,Witness testimony,2022-07-05
13745,7595,2518,Phone call records,2021-03-29
13746,7595,24731,Witness testimony,2022-01-22
13747,28306,9323,Witness testimony,2019-08-02
13748,10412,15557,CCTV footage,2020-04-13
13749,16908,10719,Seen near crime scene,2023-07-24
13750,17364,21331,Phone call records,2021-09-19
13751,15542,23972,Seen near crime scene,2023-09-19
13752,12251,9080,Phone call records,2023-03-08
13753,15021,9729,CCTV footage,2021-04-24
13754,15021,5914,Witness testimony,2021-09-24
13755,19659,12259,Phone call records,2019-09-13
13756,35176,22866,Phone call records,2023-09-21
13757,35176,20108,CCTV footage,2022-06-27
13758,22386,29885,Prior criminal record,2023-11-27
13759,11494,28849,Phone call records,2021-06-11
13760,3135,15104,Suspicious behaviour reported,2020-07-21
13761,3135,11460,CCTV footage,2022-06-22
13762,27577,17136,Suspicious behaviour reported,2023-08-01
13763,34859,9212,Witness testimony,2020-11-26
13764,34859,2411,Phone call records,2020-07-08
13765,30788,6313,Phone call records,2019-09-25
13766,27985,18534,Seen near crime scene,2020-08-21
13767,29491,25751,Seen near crime scene,2022-03-17
13768,15087,19671,Prior criminal record,2020-08-03
13769,39363,30905,Phone call records,2020-05-16
13770,37344,3938,Prior criminal record,2022-05-05
13771,23284,6053,CCTV footage,2019-09-13
13772,37921,15854,Seen near crime scene,2022-06-20
13773,14133,25457,Phone call records,2023-11-02
13774,12027,24360,Suspicious behaviour reported,2020-02-24
13775,17337,7712,CCTV footage,2020-12-25
13776,8564,26732,CCTV footage,2023-02-12
13777,16841,14047,Seen near crime scene,2020-06-17
13778,31358,5756,Phone call records,2022-01-22
13779,5649,30605,Witness testimony,2022-12-22
13780,7847,4531,Phone call records,2021-06-26
13781,7847,24202,Witness testimony,2021-04-04
13782,16665,1850,CCTV footage,2020-06-15
13783,39731,2441,CCTV footage,2022-10-02
13784,39731,2095,CCTV footage,2019-02-09
13785,20790,25631,Prior criminal record,2023-11-14
13786,12703,6266,Seen near crime scene,2020-12-12
13787,36204,26386,Phone call records,2021-02-12
13788,37622,29300,Witness testimony,2023-06-21
13789,37621,25065,CCTV footage,2023-06-11
13790,35993,5838,Seen near crime scene,2019-01-11
13791,9769,8404,CCTV footage,2023-05-26
13792,23625,18230,CCTV footage,2020-02-27
13793,12913,20447,Witness testimony,2023-05-26
13794,12913,8147,Prior criminal record,2020-11-10
13795,24967,23069,Prior criminal record,2023-10-04
13796,24967,19778,Suspicious behaviour reported,2023-04-23
13797,8511,5847,Suspicious behaviour reported,2023-08-02
13798,8511,20752,Prior criminal record,2022-04-26
13799,35586,11910,Seen near crime scene,2021-04-13
13800,38172,30222,Suspicious behaviour reported,2020-09-22
13801,9617,18085,CCTV footage,2023-12-17
13802,18562,12406,Phone call records,2022-09-09
13803,26494,20798,Witness testimony,2022-09-07
13804,22645,30333,Seen near crime scene,2023-11-24
13805,3279,16576,Witness testimony,2022-07-16
13806,3279,23433,Phone call records,2022-09-12
13807,34670,31271,Suspicious behaviour reported,2023-02-17
13808,11215,25340,Phone call records,2020-05-27
13809,26393,18660,Phone call records,2021-06-05
13810,20508,21208,Witness testimony,2021-08-31
13811,29038,3026,Prior criminal record,2022-03-30
13812,29038,24552,Seen near crime scene,2021-07-24
13813,4415,12305,Phone call records,2019-04-18
13814,5208,11663,Witness testimony,2021-02-05
13815,33219,10390,Suspicious behaviour reported,2019-02-16
13816,21631,14488,Phone call records,2020-05-07
13817,9355,31048,Suspicious behaviour reported,2021-10-19
13818,25539,5839,CCTV footage,2021-04-06
13819,25539,721,Witness testimony,2021-07-21
13820,34481,28889,Phone call records,2023-10-02
13821,32901,11746,Phone call records,2022-08-12
13822,19259,26077,Phone call records,2022-08-16
13823,9504,2047,CCTV footage,2023-08-01
13824,9504,4697,Witness testimony,2021-12-20
13825,34005,24258,Phone call records,2019-03-15
13826,31672,20947,Seen near crime scene,2021-01-13
13827,40042,23539,CCTV footage,2023-06-15
13828,40042,13910,CCTV footage,2023-12-14
13829,7974,18533,Witness testimony,2021-02-25
13830,7974,5223,Suspicious behaviour reported,2019-10-29
13831,25862,11593,Seen near crime scene,2021-11-05
13832,392,22506,Seen near crime scene,2021-03-06
13833,27642,21451,Suspicious behaviour reported,2019-07-18
13834,37675,13469,Prior criminal record,2019-07-18
13835,4825,29629,Prior criminal record,2020-08-23
13836,4825,9134,Phone call records,2019-07-04
13837,36694,16709,Witness testimony,2019-07-25
13838,32588,30059,Witness testimony,2022-02-06
13839,1140,6613,Seen near crime scene,2021-12-22
13840,14704,12246,Witness testimony,2019-09-17
13841,16026,15939,Witness testimony,2023-06-16
13842,19249,8825,CCTV footage,2022-02-14
13843,12132,17827,Phone call records,2020-09-15
13844,8621,27047,Suspicious behaviour reported,2020-01-13
13845,21985,20450,Witness testimony,2022-06-04
13846,14527,16023,CCTV footage,2021-05-07
13847,13203,21310,CCTV footage,2019-07-05
13848,13203,21537,CCTV footage,2020-05-19
13849,23877,10404,Witness testimony,2023-03-08
13850,30401,14504,Prior criminal record,2021-03-16
13851,24450,24738,Witness testimony,2021-04-26
13852,25498,24452,Phone call records,2023-04-09
13853,6133,25587,Seen near crime scene,2022-07-31
13854,17772,18107,Seen near crime scene,2023-12-19
13855,23882,1527,Suspicious behaviour reported,2021-10-07
13856,11329,21962,Phone call records,2022-04-04
13857,5636,12006,Seen near crime scene,2020-12-28
13858,13386,7468,Phone call records,2020-06-21
13859,694,19819,Seen near crime scene,2023-03-23
13860,9518,23428,Seen near crime scene,2023-05-16
13861,10194,20200,Prior criminal record,2019-10-08
13862,10194,12595,Seen near crime scene,2019-10-05
13863,2281,12398,CCTV footage,2023-10-17
13864,3222,16588,CCTV footage,2021-08-20
13865,3222,27280,Witness testimony,2023-05-08
13866,5662,11928,Phone call records,2019-09-18
13867,5662,6282,Prior criminal record,2019-07-27
13868,36895,32116,Seen near crime scene,2019-09-08
13869,35977,12365,Witness testimony,2022-02-01
13870,35977,8521,Witness testimony,2023-11-20
13871,8235,29735,Prior criminal record,2019-03-07
13872,8164,2799,Witness testimony,2022-03-03
13873,23397,10461,Phone call records,2022-09-12
13874,23397,12281,Suspicious behaviour reported,2022-09-14
13875,8913,11317,Seen near crime scene,2021-10-26
13876,8913,1935,Prior criminal record,2022-10-01
13877,14942,11116,CCTV footage,2023-08-20
13878,13965,24786,Witness testimony,2020-03-31
13879,13965,24851,CCTV footage,2020-10-26
13880,32467,16836,Prior criminal record,2021-01-02
13881,27571,13339,Witness testimony,2023-09-23
13882,37458,29291,CCTV footage,2022-07-07
13883,11243,4010,Seen near crime scene,2020-10-31
13884,9145,12027,Phone call records,2023-08-14
13885,32947,20234,Prior criminal record,2019-07-07
13886,32947,14351,Phone call records,2021-08-13
13887,36279,30396,Suspicious behaviour reported,2019-08-15
13888,17681,30978,Seen near crime scene,2023-01-26
13889,11871,25949,Witness testimony,2021-06-22
13890,30156,6693,Phone call records,2020-04-09
13891,11918,28366,Witness testimony,2020-01-02
13892,11918,19423,Prior criminal record,2020-10-18
13893,25358,17895,Seen near crime scene,2022-10-10
13894,20509,17917,Suspicious behaviour reported,2023-05-26
13895,20509,14239,Phone call records,2019-01-13
13896,28404,31889,CCTV footage,2019-11-07
13897,28404,19295,Prior criminal record,2019-06-03
13898,5545,5885,Seen near crime scene,2021-08-09
13899,17468,25734,Phone call records,2022-08-31
13900,2968,11311,Witness testimony,2021-08-08
13901,19717,12177,Seen near crime scene,2019-07-17
13902,19717,14217,CCTV footage,2023-03-04
13903,35191,19431,Witness testimony,2021-11-22
13904,25368,2654,Seen near crime scene,2019-10-14
13905,38722,21131,Prior criminal record,2019-05-25
13906,20234,18357,Witness testimony,2023-07-12
13907,20234,17738,Witness testimony,2021-11-02
13908,29001,9556,Phone call records,2020-10-07
13909,5501,15726,Phone call records,2019-08-16
13910,5501,17319,Phone call records,2020-04-08
13911,22678,14306,Seen near crime scene,2020-08-15
13912,26016,26456,Phone call records,2020-06-25
13913,5244,31685,Seen near crime scene,2023-10-24
13914,5244,28511,Seen near crime scene,2022-11-29
13915,34110,9541,Witness testimony,2021-03-03
13916,34110,3821,Witness testimony,2020-07-11
13917,25593,31576,Phone call records,2021-04-08
13918,2644,7350,Suspicious behaviour reported,2020-02-09
13919,36479,29807,Phone call records,2022-10-01
13920,3856,8919,Phone call records,2023-12-13
13921,36959,12755,Suspicious behaviour reported,2023-11-28
13922,36959,4669,CCTV footage,2022-11-13
13923,7316,9314,Suspicious behaviour reported,2019-06-03
13924,7316,24944,Suspicious behaviour reported,2022-03-21
13925,16612,26555,Seen near crime scene,2019-08-14
13926,10075,1000,Suspicious behaviour reported,2022-05-03
13927,16178,23515,Suspicious behaviour reported,2021-01-22
13928,5572,22602,Seen near crime scene,2020-04-01
13929,5572,15796,Suspicious behaviour reported,2019-05-20
13930,18477,31700,Suspicious behaviour reported,2021-05-07
13931,18477,13773,Prior criminal record,2020-08-02
13932,6159,30068,Suspicious behaviour reported,2023-02-21
13933,25620,372,Prior criminal record,2020-07-17
13934,7837,1027,Witness testimony,2019-02-03
13935,10748,27758,Prior criminal record,2022-05-29
13936,7698,4241,Prior criminal record,2022-08-15
13937,22802,26061,Witness testimony,2022-11-27
13938,13336,23031,Phone call records,2019-11-15
13939,13336,26858,Phone call records,2022-03-19
13940,10428,497,Suspicious behaviour reported,2023-11-12
13941,16564,2190,Suspicious behaviour reported,2022-09-25
13942,35675,9398,CCTV footage,2023-01-28
13943,37772,1811,Phone call records,2020-08-19
13944,12778,8092,Witness testimony,2020-12-05
13945,24667,11130,Phone call records,2021-12-13
13946,24667,21243,Suspicious behaviour reported,2023-08-27
13947,5218,20694,Seen near crime scene,2020-07-16
13948,16266,8589,Seen near crime scene,2021-01-26
13949,4274,26971,Witness testimony,2019-09-19
13950,4274,24441,Suspicious behaviour reported,2022-03-15
13951,24810,3381,Phone call records,2021-07-22
13952,24810,19379,Suspicious behaviour reported,2020-07-07
13953,3943,29667,CCTV footage,2019-08-11
13954,21365,8976,Seen near crime scene,2021-11-05
13955,27547,2768,Seen near crime scene,2022-11-22
13956,27547,14628,Suspicious behaviour reported,2022-08-01
13957,3689,18655,Prior criminal record,2022-10-07
13958,29925,11432,Seen near crime scene,2019-10-11
13959,29925,12218,Witness testimony,2020-12-25
13960,5087,5293,CCTV footage,2019-09-10
13961,6446,8614,Phone call records,2021-12-11
13962,21463,3652,Suspicious behaviour reported,2019-06-08
13963,10933,7317,Phone call records,2019-02-12
13964,9622,22539,Seen near crime scene,2020-10-03
13965,34441,3623,Witness testimony,2021-04-07
13966,34441,3248,CCTV footage,2022-06-03
13967,19622,22730,Seen near crime scene,2022-12-02
13968,24591,26088,Seen near crime scene,2019-10-24
13969,17826,11860,Witness testimony,2021-04-07
13970,32477,955,Seen near crime scene,2022-02-12
13971,32477,18981,Prior criminal record,2023-07-23
13972,23207,1822,Suspicious behaviour reported,2020-03-15
13973,36055,26863,Seen near crime scene,2021-11-07
13974,13016,30931,Suspicious behaviour reported,2022-05-29
13975,27506,6396,Seen near crime scene,2020-08-31
13976,21478,15856,Witness testimony,2020-04-13
13977,7474,1089,Prior criminal record,2021-12-06
13978,33898,27754,Prior criminal record,2022-12-24
13979,30908,30050,Witness testimony,2019-08-15
13980,34170,24042,Suspicious behaviour reported,2019-07-19
13981,27918,15080,Suspicious behaviour reported,2022-03-24
13982,36905,27580,CCTV footage,2019-06-04
13983,15888,6624,Suspicious behaviour reported,2020-02-01
13984,15888,25593,Witness testimony,2020-01-14
13985,6507,8336,Witness testimony,2022-07-30
13986,13616,27511,CCTV footage,2022-03-02
13987,8638,1918,Phone call records,2021-05-19
13988,24050,9711,Suspicious behaviour reported,2022-01-03
13989,34189,27698,Phone call records,2021-07-20
13990,30353,12909,Witness testimony,2022-07-23
13991,33522,19609,Seen near crime scene,2022-01-28
13992,11074,26537,CCTV footage,2021-08-20
13993,16323,21109,Seen near crime scene,2023-09-09
13994,10166,15404,Prior criminal record,2022-01-05
13995,10166,6071,Prior criminal record,2020-10-22
13996,22519,18883,CCTV footage,2020-07-14
13997,34541,20974,CCTV footage,2020-10-22
13998,9614,8796,Prior criminal record,2019-08-25
13999,20152,17497,Suspicious behaviour reported,2019-04-12
14000,20152,15830,Phone call records,2019-08-01
14001,34864,2085,Suspicious behaviour reported,2020-11-22
14002,13622,5745,Witness testimony,2020-04-23
14003,34665,22727,Prior criminal record,2022-08-14
14004,8549,30523,Phone call records,2023-10-10
14005,33804,3190,Phone call records,2019-05-03
14006,9403,22962,Witness testimony,2023-08-11
14007,8652,17826,Suspicious behaviour reported,2020-12-17
14008,39632,12981,Witness testimony,2019-05-18
14009,1698,29212,Witness testimony,2020-03-30
14010,3468,24886,CCTV footage,2023-11-23
14011,3468,20896,Suspicious behaviour reported,2020-05-09
14012,12483,15808,CCTV footage,2022-03-26
14013,23244,9298,Witness testimony,2019-08-22
14014,23183,27480,CCTV footage,2019-09-13
14015,23183,27492,CCTV footage,2023-12-31
14016,18059,8940,Seen near crime scene,2019-06-19
14017,16248,11574,Seen near crime scene,2021-12-20
14018,2843,21065,Seen near crime scene,2019-02-25
14019,2463,17044,Seen near crime scene,2019-11-26
14020,674,7508,CCTV footage,2019-02-04
14021,674,1445,CCTV footage,2020-03-12
14022,29787,3625,Witness testimony,2021-05-24
14023,29787,15862,Seen near crime scene,2023-01-11
14024,1704,2473,Witness testimony,2023-08-31
14025,14152,21387,Phone call records,2021-12-23
14026,14152,4334,Prior criminal record,2023-02-17
14027,12574,6244,Phone call records,2021-09-30
14028,12574,29323,CCTV footage,2022-10-18
14029,22540,21585,CCTV footage,2022-02-24
14030,22540,12080,Seen near crime scene,2019-01-02
14031,24463,31222,Suspicious behaviour reported,2020-07-03
14032,8119,29653,Seen near crime scene,2020-07-03
14033,8119,31368,Witness testimony,2020-07-13
14034,21962,28897,Seen near crime scene,2021-07-05
14035,39672,13039,Witness testimony,2019-11-23
14036,39672,9008,Phone call records,2023-05-09
14037,24656,19946,CCTV footage,2022-03-31
14038,19353,14069,Prior criminal record,2020-01-18
14039,2798,29960,Prior criminal record,2020-09-02
14040,2798,16031,Phone call records,2021-08-31
14041,23897,30110,Witness testimony,2023-12-31
14042,23897,22525,Prior criminal record,2019-07-13
14043,20057,25646,Phone call records,2019-01-25
14044,18133,8766,CCTV footage,2022-08-21
14045,18609,2636,CCTV footage,2021-12-10
14046,18609,720,Phone call records,2022-07-23
14047,9965,29467,CCTV footage,2023-11-14
14048,24082,709,CCTV footage,2022-01-26
14049,3473,7171,Phone call records,2020-05-17
14050,3473,28558,Phone call records,2020-09-05
14051,9005,11593,Witness testimony,2021-01-04
14052,29124,23848,Suspicious behaviour reported,2022-04-10
14053,29124,1203,Suspicious behaviour reported,2023-10-29
14054,11003,23811,Phone call records,2020-04-04
14055,27366,31529,Suspicious behaviour reported,2021-04-27
14056,17373,29324,Witness testimony,2021-08-04
14057,17373,1573,Witness testimony,2021-03-09
14058,17965,2368,Phone call records,2019-08-16
14059,7423,18098,Seen near crime scene,2021-04-21
14060,5690,10102,Phone call records,2021-10-15
14061,28242,29870,CCTV footage,2019-02-14
14062,979,1610,Suspicious behaviour reported,2021-04-26
14063,979,20584,Phone call records,2023-10-07
14064,37349,30777,Prior criminal record,2022-07-11
14065,821,9287,Phone call records,2021-01-10
14066,2115,19926,Seen near crime scene,2021-03-02
14067,31839,8658,Witness testimony,2022-04-14
14068,6498,6510,Phone call records,2020-01-23
14069,32446,16372,Seen near crime scene,2020-08-14
14070,24808,13,CCTV footage,2021-01-19
14071,4771,15444,Suspicious behaviour reported,2019-06-04
14072,25947,13869,CCTV footage,2021-01-19
14073,3369,413,Phone call records,2019-03-07
14074,38710,28002,Witness testimony,2019-03-24
14075,30610,12133,Prior criminal record,2021-02-11
14076,14037,24046,CCTV footage,2019-08-31
14077,33377,7432,Witness testimony,2022-04-01
14078,26602,18605,CCTV footage,2019-07-16
14079,31210,1970,Suspicious behaviour reported,2019-01-12
14080,2835,19513,Witness testimony,2022-03-28
14081,24748,17375,Suspicious behaviour reported,2023-02-23
14082,22170,22689,Phone call records,2020-10-11
14083,22170,21107,CCTV footage,2019-02-21
14084,27020,837,Phone call records,2021-10-27
14085,17895,8485,Seen near crime scene,2022-07-14
14086,2221,15845,CCTV footage,2019-01-15
14087,17952,11232,Suspicious behaviour reported,2023-09-11
14088,31107,25975,CCTV footage,2023-05-08
14089,32434,27488,Suspicious behaviour reported,2023-05-01
14090,1983,27971,Phone call records,2021-07-01
14091,2755,17648,Witness testimony,2022-06-17
14092,14526,16968,Seen near crime scene,2019-08-28
14093,9457,4218,Prior criminal record,2020-10-03
14094,30056,22874,Suspicious behaviour reported,2021-06-07
14095,6456,14026,Phone call records,2022-04-16
14096,23309,7046,Suspicious behaviour reported,2020-04-18
14097,22073,26321,CCTV footage,2021-11-11
14098,34124,2388,Seen near crime scene,2021-10-19
14099,34124,17791,Suspicious behaviour reported,2021-09-01
14100,14635,15868,Prior criminal record,2022-07-24
14101,11927,11226,Phone call records,2022-04-20
14102,11927,6334,Prior criminal record,2023-12-13
14103,20561,1717,Seen near crime scene,2021-01-09
14104,39566,15946,Witness testimony,2021-07-15
14105,29586,1816,Prior criminal record,2022-07-14
14106,23748,17434,CCTV footage,2021-06-14
14107,23748,25296,Witness testimony,2020-06-17
14108,6470,15829,CCTV footage,2021-05-08
14109,18543,11243,Prior criminal record,2021-05-17
14110,819,27131,Suspicious behaviour reported,2021-04-06
14111,33746,30358,Witness testimony,2021-09-07
14112,13700,13492,Suspicious behaviour reported,2019-05-24
14113,18612,14077,Suspicious behaviour reported,2023-09-19
14114,28698,3479,Suspicious behaviour reported,2023-03-13
14115,25445,27861,Witness testimony,2023-09-01
14116,4701,23437,Prior criminal record,2021-03-17
14117,16697,23473,Prior criminal record,2019-09-04
14118,16697,15733,Phone call records,2019-04-07
14119,12118,10041,Prior criminal record,2020-05-02
14120,12118,15030,Suspicious behaviour reported,2019-07-03
14121,36583,2636,Prior criminal record,2022-05-19
14122,496,8419,Prior criminal record,2022-01-21
14123,1273,27910,Witness testimony,2022-01-11
14124,35375,28169,Suspicious behaviour reported,2019-04-19
14125,30769,1605,Phone call records,2022-02-06
14126,10745,17556,Seen near crime scene,2022-09-05
14127,23699,8088,CCTV footage,2020-02-13
14128,23699,3957,Phone call records,2019-08-04
14129,36971,8932,Witness testimony,2023-01-17
14130,36971,14208,Seen near crime scene,2023-01-29
14131,17953,26023,CCTV footage,2022-09-01
14132,17953,17707,Phone call records,2022-09-15
14133,2824,24119,Prior criminal record,2020-11-21
14134,34001,24814,CCTV footage,2022-02-14
14135,34001,28201,Seen near crime scene,2022-02-16
14136,39907,11215,Prior criminal record,2022-05-12
14137,39549,27438,Suspicious behaviour reported,2021-05-25
14138,39549,31993,Witness testimony,2022-07-03
14139,30224,30543,Witness testimony,2023-07-31
14140,5688,15303,Suspicious behaviour reported,2019-08-01
14141,5010,23658,Prior criminal record,2023-03-04
14142,11496,20665,Witness testimony,2020-05-07
14143,11496,1359,Suspicious behaviour reported,2023-09-13
14144,1078,24489,Seen near crime scene,2019-06-11
14145,36114,3689,CCTV footage,2022-04-18
14146,28773,30705,Witness testimony,2021-08-23
14147,28773,23318,CCTV footage,2019-10-06
14148,23501,25155,CCTV footage,2023-02-10
14149,28798,735,CCTV footage,2023-01-04
14150,4167,20474,Prior criminal record,2022-08-06
14151,14813,11885,Seen near crime scene,2020-01-04
14152,14813,23857,Phone call records,2022-04-12
14153,11512,419,Witness testimony,2022-06-04
14154,15735,27542,Suspicious behaviour reported,2020-04-03
14155,31354,4492,Witness testimony,2022-07-21
14156,11390,18541,Witness testimony,2019-02-18
14157,38406,9309,Seen near crime scene,2019-12-25
14158,31731,12655,Suspicious behaviour reported,2019-01-05
14159,13723,29043,CCTV footage,2022-06-27
14160,34676,12608,Phone call records,2022-04-08
14161,34676,4612,Prior criminal record,2019-01-17
14162,6008,2330,CCTV footage,2021-11-08
14163,16451,30405,Seen near crime scene,2020-03-19
14164,16451,31735,Phone call records,2022-07-17
14165,20667,12355,Phone call records,2020-10-21
14166,6488,29697,Seen near crime scene,2022-08-25
14167,6488,27987,CCTV footage,2020-08-17
14168,34082,30209,CCTV footage,2023-12-16
14169,21409,10504,Witness testimony,2020-01-26
14170,7274,25959,Phone call records,2022-06-16
14171,23076,25926,Suspicious behaviour reported,2019-06-05
14172,19545,4550,Prior criminal record,2021-11-06
14173,21232,17457,Seen near crime scene,2021-03-16
14174,21232,10760,Witness testimony,2019-06-30
14175,18339,2067,Suspicious behaviour reported,2020-03-30
14176,22348,17409,Prior criminal record,2019-06-18
14177,39998,22360,Seen near crime scene,2021-10-05
14178,22796,19237,CCTV footage,2021-11-18
14179,4114,26377,Phone call records,2021-12-05
14180,7622,22390,Witness testimony,2023-06-23
14181,7622,28743,CCTV footage,2020-02-25
14182,8554,20547,CCTV footage,2021-10-14
14183,39696,30589,CCTV footage,2019-01-27
14184,13956,20830,Suspicious behaviour reported,2019-09-29
14185,9872,24512,Suspicious behaviour reported,2023-08-10
14186,24299,17663,Witness testimony,2022-05-28
14187,27125,26823,Suspicious behaviour reported,2023-09-11
14188,36083,28213,CCTV footage,2020-06-13
