Log_ID,Table_Name,Operation,Changed_By,Changed_At,Old_Data,New_Data
2452,Accused,INSERT,69,2019-05-02 15:50:50,{},"{""Status"": ""Under Investigation""}"
2453,FIR,UPDATE,181,2020-07-23 18:28:41,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2454,FIR,UPDATE,160,2021-03-30 01:11:11,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2455,Evidence,INSERT,127,2022-10-30 08:34:28,{},"{""Status"": ""Under Investigation""}"
2456,Complaint,INSERT,147,2022-01-20 15:09:43,{},"{""Status"": ""Closed""}"
2457,Evidence,INSERT,178,2020-07-24 02:27:06,{},"{""Status"": ""Closed""}"
2458,FIR_Accused,INSERT,172,2022-12-03 16:52:41,{},"{""Status"": ""Under Investigation""}"
2459,FIR,UPDATE,247,2019-06-28 16:19:06,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2460,Suspects,INSERT,233,2020-07-19 11:34:13,{},"{""Status"": ""Closed""}"
2461,Suspects,INSERT,264,2019-11-01 14:58:53,{},"{""Status"": ""Under Investigation""}"
2462,FIR,UPDATE,40,2020-12-23 00:15:14,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2463,FIR,INSERT,131,2021-03-19 13:15:55,{},"{""Status"": ""Closed""}"
2464,Complaint,INSERT,2,2022-10-07 16:49:42,{},"{""Status"": ""Closed""}"
2465,FIR_Accused,INSERT,123,2020-08-20 01:01:51,{},"{""Status"": ""Closed""}"
2466,Suspects,INSERT,86,2021-01-01 19:51:33,{},"{""Status"": ""Under Investigation""}"
2467,Evidence,INSERT,269,2020-12-27 20:02:58,{},"{""Status"": ""Closed""}"
2468,Evidence,INSERT,180,2019-10-30 05:30:44,{},"{""Status"": ""Closed""}"
2469,FIR,UPDATE,101,2019-11-07 17:17:56,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2470,Accused,INSERT,8,2020-06-25 17:47:20,{},"{""Status"": ""Closed""}"
2471,Evidence,INSERT,120,2023-09-16 15:59:19,{},"{""Status"": ""Closed""}"
2472,Suspects,INSERT,137,2023-04-10 12:34:31,{},"{""Status"": ""Under Investigation""}"
2473,Accused,INSERT,221,2021-06-09 22:10:21,{},"{""Status"": ""Under Investigation""}"
2474,FIR,INSERT,91,2023-10-13 20:09:57,{},"{""Status"": ""Closed""}"
2475,Suspects,INSERT,253,2020-01-23 05:07:17,{},"{""Status"": ""Under Investigation""}"
2476,Evidence,INSERT,142,2023-01-24 22:06:23,{},"{""Status"": ""Under Investigation""}"
2477,FIR_Accused,INSERT,208,2020-09-25 22:30:54,{},"{""Status"": ""Under Investigation""}"
2478,Complaint,INSERT,253,2020-07-08 23:28:43,{},"{""Status"": ""Under Investigation""}"
2479,Accused,INSERT,172,2023-06-04 15:52:38,{},"{""Status"": ""Closed""}"
2480,Suspects,INSERT,129,2021-01-04 13:49:13,{},"{""Status"": ""Under Investigation""}"
2481,Case_Status,UPDATE,195,2020-08-07 03:22:33,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2482,Complaint,INSERT,14,2019-01-25 05:39:43,{},"{""Status"": ""Under Investigation""}"
2483,Evidence,INSERT,182,2021-02-20 18:34:34,{},"{""Status"": ""Closed""}"
2484,Suspects,INSERT,28,2021-06-05 14:44:14,{},"{""Status"": ""Under Investigation""}"
2485,FIR,INSERT,183,2019-02-24 15:06:38,{},"{""Status"": ""Closed""}"
2486,FIR,UPDATE,170,2023-08-17 15:52:39,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2487,FIR_Accused,INSERT,38,2023-03-19 19:02:13,{},"{""Status"": ""Under Investigation""}"
2488,FIR_Accused,INSERT,256,2022-03-09 19:07:44,{},"{""Status"": ""Under Investigation""}"
2489,FIR,INSERT,176,2023-04-17 10:49:22,{},"{""Status"": ""Closed""}"
2490,FIR,UPDATE,4,2021-02-09 22:15:52,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2491,FIR,UPDATE,156,2019-07-21 10:55:46,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2492,Case_Status,UPDATE,202,2021-10-18 21:33:46,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2493,FIR_Accused,INSERT,89,2020-12-09 23:02:18,{},"{""Status"": ""Closed""}"
2494,FIR_Accused,INSERT,139,2023-01-01 10:05:22,{},"{""Status"": ""Closed""}"
2495,FIR_Accused,INSERT,78,2021-09-09 22:12:10,{},"{""Status"": ""Closed""}"
2496,FIR_Accused,INSERT,244,2021-10-01 14:59:09,{},"{""Status"": ""Closed""}"
2497,Evidence,INSERT,89,2019-09-07 10:52:37,{},"{""Status"": ""Closed""}"
2498,FIR_Accused,INSERT,215,2021-12-25 04:54:56,{},"{""Status"": ""Under Investigation""}"
2499,FIR,UPDATE,176,2023-05-17 09:23:48,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2500,FIR,UPDATE,111,2022-12-30 23:12:00,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2501,Complaint,INSERT,184,2019-06-14 15:41:10,{},"{""Status"": ""Under Investigation""}"
2502,Evidence,INSERT,133,2019-01-15 18:57:05,{},"{""Status"": ""Closed""}"
2503,Case_Status,UPDATE,12,2020-02-27 20:15:32,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2504,Case_Status,UPDATE,171,2020-03-29 05:02:01,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2505,Suspects,INSERT,111,2020-07-15 11:13:40,{},"{""Status"": ""Under Investigation""}"
2506,Accused,INSERT,225,2023-06-20 04:13:47,{},"{""Status"": ""Under Investigation""}"
2507,Evidence,INSERT,196,2023-09-17 01:48:15,{},"{""Status"": ""Under Investigation""}"
2508,Case_Status,UPDATE,174,2020-06-06 23:14:44,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2509,Suspects,INSERT,26,2022-06-19 15:13:37,{},"{""Status"": ""Under Investigation""}"
2510,FIR,UPDATE,253,2022-09-30 11:18:03,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2511,Accused,INSERT,190,2020-11-09 15:40:10,{},"{""Status"": ""Closed""}"
2512,FIR,UPDATE,189,2023-07-21 02:36:14,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2513,Evidence,INSERT,236,2022-03-31 00:06:02,{},"{""Status"": ""Closed""}"
2514,FIR_Accused,INSERT,193,2019-12-03 07:31:56,{},"{""Status"": ""Under Investigation""}"
2515,FIR,UPDATE,94,2021-01-29 05:42:49,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2516,FIR,INSERT,75,2021-05-03 22:35:13,{},"{""Status"": ""Under Investigation""}"
2517,Evidence,INSERT,231,2022-09-26 22:36:40,{},"{""Status"": ""Closed""}"
2518,FIR_Accused,INSERT,256,2019-05-10 09:11:37,{},"{""Status"": ""Under Investigation""}"
2519,FIR_Accused,INSERT,122,2019-02-26 02:12:15,{},"{""Status"": ""Under Investigation""}"
2520,Accused,INSERT,174,2021-02-04 23:47:22,{},"{""Status"": ""Closed""}"
2521,Accused,INSERT,13,2020-10-30 21:22:13,{},"{""Status"": ""Closed""}"
2522,FIR,UPDATE,31,2023-01-08 15:38:40,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2523,Accused,INSERT,170,2020-05-30 21:45:48,{},"{""Status"": ""Closed""}"
2524,FIR,INSERT,45,2022-03-25 22:58:54,{},"{""Status"": ""Closed""}"
2525,Case_Status,UPDATE,156,2022-09-19 06:47:47,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2526,Accused,INSERT,177,2022-02-17 00:29:42,{},"{""Status"": ""Under Investigation""}"
2527,FIR,UPDATE,148,2023-07-06 23:32:39,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2528,Suspects,INSERT,138,2019-06-19 18:58:22,{},"{""Status"": ""Closed""}"
2529,FIR,INSERT,264,2020-06-24 09:34:20,{},"{""Status"": ""Closed""}"
2530,Complaint,INSERT,260,2022-05-05 04:32:08,{},"{""Status"": ""Closed""}"
2531,FIR,UPDATE,149,2019-02-23 10:37:27,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2532,FIR,INSERT,118,2022-10-21 10:28:46,{},"{""Status"": ""Under Investigation""}"
2533,FIR,INSERT,46,2019-11-06 14:02:47,{},"{""Status"": ""Under Investigation""}"
2534,Case_Status,UPDATE,107,2021-10-27 19:26:30,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2535,Accused,INSERT,39,2019-10-28 02:07:49,{},"{""Status"": ""Closed""}"
2536,Complaint,INSERT,221,2020-06-10 18:04:07,{},"{""Status"": ""Under Investigation""}"
2537,Complaint,INSERT,45,2021-06-29 13:02:17,{},"{""Status"": ""Under Investigation""}"
2538,Evidence,INSERT,131,2020-04-20 16:48:47,{},"{""Status"": ""Under Investigation""}"
2539,Evidence,INSERT,45,2023-12-09 18:21:38,{},"{""Status"": ""Closed""}"
2540,Evidence,INSERT,112,2023-09-20 00:43:23,{},"{""Status"": ""Closed""}"
2541,Case_Status,UPDATE,69,2023-10-28 06:46:20,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2542,FIR,UPDATE,166,2023-04-17 17:13:50,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2543,FIR,UPDATE,250,2020-01-09 06:26:17,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2544,Suspects,INSERT,166,2022-02-19 04:02:21,{},"{""Status"": ""Under Investigation""}"
2545,Complaint,INSERT,254,2019-02-23 10:49:13,{},"{""Status"": ""Closed""}"
2546,FIR,INSERT,34,2021-12-07 05:21:59,{},"{""Status"": ""Under Investigation""}"
2547,Case_Status,UPDATE,122,2019-12-02 09:30:06,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2548,Case_Status,UPDATE,48,2023-04-18 07:51:24,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2549,Accused,INSERT,10,2022-08-10 07:59:53,{},"{""Status"": ""Closed""}"
2550,Complaint,INSERT,181,2019-12-11 17:05:15,{},"{""Status"": ""Closed""}"
2551,FIR,INSERT,188,2019-08-06 16:42:03,{},"{""Status"": ""Closed""}"
2552,Case_Status,UPDATE,82,2021-02-25 14:59:11,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2553,Accused,INSERT,242,2021-08-20 20:37:59,{},"{""Status"": ""Under Investigation""}"
2554,Accused,INSERT,150,2021-05-08 08:39:58,{},"{""Status"": ""Closed""}"
2555,FIR,INSERT,223,2022-06-08 18:06:19,{},"{""Status"": ""Under Investigation""}"
2556,Suspects,INSERT,97,2023-01-02 11:34:29,{},"{""Status"": ""Closed""}"
2557,FIR_Accused,INSERT,109,2022-11-23 21:13:25,{},"{""Status"": ""Closed""}"
2558,Complaint,INSERT,217,2021-04-10 16:09:51,{},"{""Status"": ""Under Investigation""}"
2559,Evidence,INSERT,244,2023-12-26 04:58:29,{},"{""Status"": ""Under Investigation""}"
2560,FIR_Accused,INSERT,101,2019-09-19 11:53:11,{},"{""Status"": ""Under Investigation""}"
2561,Accused,INSERT,255,2022-02-19 19:05:46,{},"{""Status"": ""Under Investigation""}"
2562,Complaint,INSERT,176,2019-04-02 22:04:08,{},"{""Status"": ""Closed""}"
2563,FIR,INSERT,216,2020-10-07 22:12:56,{},"{""Status"": ""Closed""}"
2564,Case_Status,UPDATE,70,2021-05-21 19:35:27,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2565,Accused,INSERT,238,2020-12-29 20:40:54,{},"{""Status"": ""Under Investigation""}"
2566,Suspects,INSERT,82,2022-01-23 21:47:04,{},"{""Status"": ""Closed""}"
2567,FIR,UPDATE,162,2022-12-26 17:16:30,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2568,FIR,INSERT,6,2023-12-11 20:35:08,{},"{""Status"": ""Under Investigation""}"
2569,Evidence,INSERT,18,2023-12-17 21:39:15,{},"{""Status"": ""Under Investigation""}"
2570,FIR,UPDATE,235,2023-05-22 00:10:51,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2571,Evidence,INSERT,38,2021-10-21 23:55:55,{},"{""Status"": ""Closed""}"
2572,FIR_Accused,INSERT,45,2023-08-20 10:42:08,{},"{""Status"": ""Closed""}"
2573,FIR,UPDATE,180,2022-01-22 12:36:44,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2574,Accused,INSERT,112,2019-09-27 18:38:19,{},"{""Status"": ""Closed""}"
2575,Suspects,INSERT,275,2022-01-13 21:06:52,{},"{""Status"": ""Closed""}"
2576,Evidence,INSERT,256,2019-04-06 02:54:18,{},"{""Status"": ""Under Investigation""}"
2577,Complaint,INSERT,269,2020-12-07 16:20:07,{},"{""Status"": ""Under Investigation""}"
2578,Accused,INSERT,64,2020-08-08 05:03:42,{},"{""Status"": ""Closed""}"
2579,Suspects,INSERT,202,2020-12-28 14:34:13,{},"{""Status"": ""Under Investigation""}"
2580,Case_Status,UPDATE,103,2021-11-06 00:23:09,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2581,Evidence,INSERT,152,2022-07-28 12:53:30,{},"{""Status"": ""Under Investigation""}"
2582,Accused,INSERT,209,2023-02-26 06:40:32,{},"{""Status"": ""Under Investigation""}"
2583,Case_Status,UPDATE,142,2021-06-16 08:05:33,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2584,Evidence,INSERT,67,2022-04-06 22:38:50,{},"{""Status"": ""Under Investigation""}"
2585,Complaint,INSERT,83,2023-09-10 05:17:28,{},"{""Status"": ""Under Investigation""}"
2586,Evidence,INSERT,9,2022-09-05 00:13:47,{},"{""Status"": ""Closed""}"
2587,Suspects,INSERT,37,2021-11-09 15:51:30,{},"{""Status"": ""Closed""}"
2588,Complaint,INSERT,186,2022-05-09 11:35:48,{},"{""Status"": ""Under Investigation""}"
2589,Evidence,INSERT,196,2022-09-04 07:24:41,{},"{""Status"": ""Under Investigation""}"
2590,Accused,INSERT,52,2023-04-14 21:01:29,{},"{""Status"": ""Under Investigation""}"
2591,FIR,INSERT,244,2019-03-31 01:34:52,{},"{""Status"": ""Closed""}"
2592,FIR,INSERT,246,2021-10-17 20:23:34,{},"{""Status"": ""Under Investigation""}"
2593,FIR,UPDATE,249,2019-11-21 13:01:17,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2594,FIR,INSERT,177,2021-09-30 11:04:06,{},"{""Status"": ""Closed""}"
2595,FIR_Accused,INSERT,156,2023-05-07 18:24:59,{},"{""Status"": ""Under Investigation""}"
2596,FIR_Accused,INSERT,116,2022-02-11 04:57:51,{},"{""Status"": ""Under Investigation""}"
2597,FIR_Accused,INSERT,93,2020-06-23 17:37:37,{},"{""Status"": ""Under Investigation""}"
2598,FIR_Accused,INSERT,110,2021-12-19 05:51:49,{},"{""Status"": ""Under Investigation""}"
2599,FIR_Accused,INSERT,99,2019-11-22 23:28:30,{},"{""Status"": ""Under Investigation""}"
2600,Suspects,INSERT,176,2020-01-29 23:15:37,{},"{""Status"": ""Under Investigation""}"
2601,FIR_Accused,INSERT,179,2021-10-16 02:09:51,{},"{""Status"": ""Under Investigation""}"
2602,Complaint,INSERT,223,2022-08-05 19:12:18,{},"{""Status"": ""Under Investigation""}"
2603,FIR,UPDATE,44,2022-09-16 05:29:58,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2604,Suspects,INSERT,225,2023-11-14 05:51:51,{},"{""Status"": ""Under Investigation""}"
2605,Accused,INSERT,172,2021-09-24 10:13:00,{},"{""Status"": ""Under Investigation""}"
2606,Accused,INSERT,116,2023-10-31 16:22:56,{},"{""Status"": ""Under Investigation""}"
2607,FIR,UPDATE,181,2023-11-25 02:21:47,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2608,FIR,INSERT,57,2022-06-29 15:31:20,{},"{""Status"": ""Closed""}"
2609,Evidence,INSERT,49,2022-04-05 15:33:19,{},"{""Status"": ""Under Investigation""}"
2610,FIR,INSERT,43,2019-07-09 17:15:00,{},"{""Status"": ""Under Investigation""}"
2611,FIR_Accused,INSERT,246,2020-12-14 19:15:30,{},"{""Status"": ""Under Investigation""}"
2612,Accused,INSERT,236,2023-09-21 16:45:49,{},"{""Status"": ""Under Investigation""}"
2613,Complaint,INSERT,8,2022-01-17 03:33:42,{},"{""Status"": ""Closed""}"
2614,FIR,INSERT,188,2022-01-07 08:57:45,{},"{""Status"": ""Closed""}"
2615,Case_Status,UPDATE,194,2022-05-12 00:29:06,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2616,FIR_Accused,INSERT,198,2020-05-17 23:03:23,{},"{""Status"": ""Closed""}"
2617,FIR_Accused,INSERT,73,2020-02-19 20:35:05,{},"{""Status"": ""Closed""}"
2618,Accused,INSERT,13,2019-10-27 16:25:04,{},"{""Status"": ""Under Investigation""}"
2619,Complaint,INSERT,41,2023-07-23 02:16:16,{},"{""Status"": ""Closed""}"
2620,Case_Status,UPDATE,71,2020-11-08 09:32:54,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2621,Case_Status,UPDATE,185,2019-08-30 05:01:39,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2622,Case_Status,UPDATE,194,2020-02-10 09:14:31,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2623,Suspects,INSERT,31,2019-09-24 04:38:02,{},"{""Status"": ""Closed""}"
2624,Evidence,INSERT,178,2022-07-14 11:34:06,{},"{""Status"": ""Under Investigation""}"
2625,Accused,INSERT,232,2022-11-30 17:46:21,{},"{""Status"": ""Under Investigation""}"
2626,Case_Status,UPDATE,50,2019-04-06 14:36:55,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2627,Suspects,INSERT,45,2019-02-20 08:26:50,{},"{""Status"": ""Closed""}"
2628,Accused,INSERT,128,2019-08-16 13:18:27,{},"{""Status"": ""Under Investigation""}"
2629,Suspects,INSERT,238,2019-08-26 08:44:04,{},"{""Status"": ""Closed""}"
2630,FIR_Accused,INSERT,60,2022-11-02 17:13:23,{},"{""Status"": ""Closed""}"
2631,FIR_Accused,INSERT,67,2019-12-06 16:43:21,{},"{""Status"": ""Closed""}"
2632,Evidence,INSERT,28,2020-10-14 22:55:45,{},"{""Status"": ""Under Investigation""}"
2633,Complaint,INSERT,210,2021-05-03 16:22:38,{},"{""Status"": ""Closed""}"
2634,Evidence,INSERT,97,2020-02-18 16:55:24,{},"{""Status"": ""Under Investigation""}"
2635,Complaint,INSERT,89,2020-08-06 07:57:12,{},"{""Status"": ""Under Investigation""}"
2636,FIR,UPDATE,248,2021-08-23 04:25:49,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2637,FIR_Accused,INSERT,262,2022-06-02 02:47:19,{},"{""Status"": ""Under Investigation""}"
2638,Complaint,INSERT,214,2019-02-14 09:18:58,{},"{""Status"": ""Closed""}"
2639,Case_Status,UPDATE,264,2020-03-17 16:21:23,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2640,Case_Status,UPDATE,200,2020-05-30 06:36:10,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2641,FIR,UPDATE,58,2022-08-23 15:19:43,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2642,Evidence,INSERT,114,2020-09-28 09:54:02,{},"{""Status"": ""Closed""}"
2643,FIR,UPDATE,54,2021-04-30 07:22:36,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2644,Suspects,INSERT,150,2023-08-29 21:32:28,{},"{""Status"": ""Closed""}"
2645,FIR,UPDATE,95,2020-12-02 20:31:32,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2646,Evidence,INSERT,246,2021-01-27 03:39:31,{},"{""Status"": ""Under Investigation""}"
2647,FIR,INSERT,103,2021-11-18 22:01:09,{},"{""Status"": ""Under Investigation""}"
2648,Suspects,INSERT,189,2020-03-29 21:14:34,{},"{""Status"": ""Under Investigation""}"
2649,Accused,INSERT,257,2023-09-11 01:57:56,{},"{""Status"": ""Under Investigation""}"
2650,Evidence,INSERT,238,2022-06-11 01:31:18,{},"{""Status"": ""Closed""}"
2651,FIR,UPDATE,110,2022-11-01 02:19:41,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2652,Evidence,INSERT,164,2020-11-19 02:31:15,{},"{""Status"": ""Under Investigation""}"
2653,FIR,INSERT,57,2021-01-21 12:18:11,{},"{""Status"": ""Under Investigation""}"
2654,Case_Status,UPDATE,264,2021-07-27 01:32:37,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2655,FIR,UPDATE,134,2023-01-02 22:50:36,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2656,Evidence,INSERT,153,2022-08-23 01:02:56,{},"{""Status"": ""Closed""}"
2657,Case_Status,UPDATE,37,2019-02-09 15:43:43,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2658,FIR_Accused,INSERT,37,2022-10-31 19:47:58,{},"{""Status"": ""Under Investigation""}"
2659,Evidence,INSERT,257,2023-02-12 02:17:30,{},"{""Status"": ""Closed""}"
2660,Evidence,INSERT,20,2021-06-29 15:57:08,{},"{""Status"": ""Under Investigation""}"
2661,FIR_Accused,INSERT,140,2023-03-11 08:00:52,{},"{""Status"": ""Closed""}"
2662,FIR_Accused,INSERT,35,2021-06-10 19:35:22,{},"{""Status"": ""Closed""}"
2663,Suspects,INSERT,181,2019-03-10 09:32:34,{},"{""Status"": ""Closed""}"
2664,Evidence,INSERT,97,2021-04-05 20:45:19,{},"{""Status"": ""Closed""}"
2665,FIR,UPDATE,90,2020-11-25 10:10:03,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2666,Case_Status,UPDATE,215,2022-02-28 02:07:27,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2667,Complaint,INSERT,52,2023-05-08 15:16:43,{},"{""Status"": ""Under Investigation""}"
2668,FIR,INSERT,194,2022-12-29 18:03:43,{},"{""Status"": ""Closed""}"
2669,Case_Status,UPDATE,9,2020-03-11 22:25:48,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2670,Accused,INSERT,202,2019-09-05 16:56:43,{},"{""Status"": ""Closed""}"
2671,Case_Status,UPDATE,162,2021-08-16 20:44:03,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2672,FIR,UPDATE,39,2020-11-18 11:52:11,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2673,Complaint,INSERT,126,2022-11-05 14:37:04,{},"{""Status"": ""Under Investigation""}"
2674,FIR,INSERT,13,2023-10-28 20:46:14,{},"{""Status"": ""Under Investigation""}"
2675,Suspects,INSERT,9,2023-01-02 13:09:56,{},"{""Status"": ""Closed""}"
2676,Case_Status,UPDATE,148,2021-11-18 01:45:11,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2677,FIR_Accused,INSERT,75,2023-09-12 15:12:27,{},"{""Status"": ""Closed""}"
2678,FIR,INSERT,117,2019-04-25 13:47:16,{},"{""Status"": ""Under Investigation""}"
2679,FIR,UPDATE,62,2023-01-01 17:52:31,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2680,FIR_Accused,INSERT,58,2020-09-15 03:27:50,{},"{""Status"": ""Closed""}"
2681,FIR,UPDATE,49,2020-12-07 12:06:34,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2682,Case_Status,UPDATE,261,2020-04-16 22:59:44,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2683,Accused,INSERT,50,2019-01-16 21:34:12,{},"{""Status"": ""Closed""}"
2684,Accused,INSERT,245,2021-06-27 11:32:59,{},"{""Status"": ""Under Investigation""}"
2685,Complaint,INSERT,85,2022-09-03 20:19:58,{},"{""Status"": ""Closed""}"
2686,FIR_Accused,INSERT,237,2023-03-13 08:45:46,{},"{""Status"": ""Closed""}"
2687,Case_Status,UPDATE,155,2020-09-25 21:54:58,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2688,FIR,UPDATE,68,2022-10-30 06:32:15,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2689,Case_Status,UPDATE,119,2020-07-11 12:16:44,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2690,Evidence,INSERT,86,2021-04-26 06:25:44,{},"{""Status"": ""Closed""}"
2691,Accused,INSERT,174,2023-06-27 16:37:47,{},"{""Status"": ""Closed""}"
2692,Accused,INSERT,44,2021-07-21 18:15:42,{},"{""Status"": ""Under Investigation""}"
2693,FIR,INSERT,238,2020-04-19 11:01:39,{},"{""Status"": ""Closed""}"
2694,FIR_Accused,INSERT,237,2019-04-11 18:59:55,{},"{""Status"": ""Closed""}"
2695,FIR,INSERT,30,2019-12-22 07:04:51,{},"{""Status"": ""Closed""}"
2696,Case_Status,UPDATE,140,2023-03-16 06:39:06,"{""Status"": ""Open""}","{""Status"": ""Closed""}"
2697,FIR,INSERT,57,2021-07-27 11:25:35,{},"{""Status"": ""Under Investigation""}"
2698,Evidence,INSERT,103,2021-05-13 21:04:24,{},"{""Status"": ""Under Investigation""}"
2699,Complaint,INSERT,166,2022-10-30 17:43:39,{},"{""Status"": ""Under Investigation""}"
2700,Accused,INSERT,130,2023-08-16 08:24:59,{},"{""Status"": ""Under Investigation""}"
2701,Suspects,INSERT,11,2020-02-10 04:25:50,{},"{""Status"": ""Closed""}"
2702,Case_Status,UPDATE,112,2019-01-25 20:04:29,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2703,FIR_Accused,INSERT,153,2023-03-31 09:59:41,{},"{""Status"": ""Under Investigation""}"
2704,FIR,INSERT,204,2020-04-19 17:15:49,{},"{""Status"": ""Under Investigation""}"
2705,Evidence,INSERT,167,2022-01-28 09:29:08,{},"{""Status"": ""Closed""}"
2706,Case_Status,UPDATE,102,2020-11-30 15:25:42,"{""Status"": ""Under Investigation""}","{""Status"": ""Under Investigation""}"
2707,FIR_Accused,INSERT,140,2020-09-07 21:53:35,{},"{""Status"": ""Under Investigation""}"
2708,FIR,UPDATE,71,2021-07-30 07:05:59,"{""Status"": ""Open""}","{""Status"": ""Under Investigation""}"
2709,FIR_Accused,INSERT,129,2021-04-25 18:33:50,{},"{""Status"": ""Under Investigation""}"
2710,FIR_Accused,INSERT,194,2021-10-16 18:18:42,{},"{""Status"": ""Under Investigation""}"
2711,Accused,INSERT,56,2019-04-06 07:07:18,{},"{""Status"": ""Closed""}"
2712,FIR,INSERT,3,2020-12-05 22:49:30,{},"{""Status"": ""Closed""}"
2713,Accused,INSERT,163,2019-08-09 20:34:52,{},"{""Status"": ""Closed""}"
2714,FIR_Accused,INSERT,199,2020-08-17 19:11:36,{},"{""Status"": ""Closed""}"
2715,Complaint,INSERT,103,2020-05-16 12:51:49,{},"{""Status"": ""Closed""}"
2716,Case_Status,UPDATE,197,2022-07-03 22:40:07,"{""Status"": ""Under Investigation""}","{""Status"": ""Closed""}"
2717,Evidence,INSERT,138,2022-09-05 14:34:36,{},"{""Status"": ""Closed""}"
2718,Accused,INSERT,127,2023-09-16 01:07:35,{},"{""Status"": ""Under Investigation""}"
2719,FIR_Accused,INSERT,58,2023-12-21 05:51:32,{},"{""Status"": ""Under Investigation""}"
2720,FIR_Accused,INSERT,48,2019-10-11 07:19:12,{},"{""Status"": ""Under Investigation""}"
2721,Suspects,INSERT,235,2022-04-11 20:22:41,{},"{""Status"": ""Closed""}"
2722,Evidence,INSERT,72,2019-08-06 03:38:20,{},"{""Status"": ""Closed""}"
